timestamp,uptimeInS,gs_wdt_time_left_s,counter_wdt_gs,mpptConverterVoltage_0,mpptConverterVoltage_1,mpptConverterVoltage_2,mpptConverterVoltage_3,curSolarPanels_0,curSolarPanels_1,curSolarPanels_2,curSolarPanels_3,curSolarPanels_4,curSolarPanels_5,curSolarPanels_6,curSolarPanels_7,vBatt,curSolar,curBattIn,curBattOut,curOutput_0,curOutput_1,curOutput_2,curOutput_3,curOutput_4,curOutput_5,curOutput_6,curOutput_7,curOutput_8,curOutput_9,curOutput_10,curOutput_11,curOutput_12,curOutput_13,curOutput_14,curOutput_15,curOutput_16,curOutput_17,AOcurOutput_0,AOcurOutput_1,outputConverterVoltage_0,outputConverterVoltage_1,outputConverterVoltage_2,outputConverterVoltage_3,outputConverterVoltage_4,outputConverterVoltage_5,outputConverterVoltage_6,outputConverterVoltage_7,outputConverterState,outputStatus,outputFaultStatus,outputOnDelta_0,outputOnDelta_1,outputOnDelta_2,outputOnDelta_3,outputOnDelta_4,outputOnDelta_5,outputOnDelta_6,outputOnDelta_7,outputOnDelta_8,outputOnDelta_9,outputOnDelta_10,outputOnDelta_11,outputOnDelta_12,outputOnDelta_13,outputOnDelta_14,outputOnDelta_15,outputOnDelta_16,outputOnDelta_17,outputOffDelta_0,outputOffDelta_1,outputOffDelta_2,outputOffDelta_3,outputOffDelta_4,outputOffDelta_5,outputOffDelta_6,outputOffDelta_7,outputOffDelta_8,outputOffDelta_9,outputOffDelta_10,outputOffDelta_11,outputOffDelta_12,outputOffDelta_13,outputOffDelta_14,outputOffDelta_15,outputOffDelta_16,outputOffDelta_17,outputFaultCnt_0,outputFaultCnt_1,outputFaultCnt_2,outputFaultCnt_3,outputFaultCnt_4,outputFaultCnt_5,outputFaultCnt_6,outputFaultCnt_7,outputFaultCnt_8,outputFaultCnt_9,outputFaultCnt_10,outputFaultCnt_11,outputFaultCnt_12,outputFaultCnt_13,outputFaultCnt_14,outputFaultCnt_15,outputFaultCnt_16,outputFaultCnt_17,temp_0,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,temp_10,temp_11,temp_12,temp_13,battState,mpptMode,batHeaterMode,batHeaterState,Unnamed: 123,time,angle,sin_of_angle,room_temperature,detection,distance,detection_recording_timestamp,execution_time,execution_time_recording_timestamp
2022-05-30 11:30:01.614135981,10427,81283,31,299,277,263,277,0,0,0,0,0,0,0,0,8329,0,0,84,0,0,0,140,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,36,0,3345,5009,12107,4987,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-150.72960719993767,-0.4889313568378367,19.499574220098665,1.0,219.08506774902344,1666340734.758227,5e-06,1666340734.660185
2022-05-30 11:30:06.714142084,10432,81278,31,335,277,263,281,0,0,0,0,0,0,0,0,8329,0,0,84,0,0,0,136,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,40,0,3345,5009,12098,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-150.39212828212683,-0.49405293550821977,19.500901099846264,0.0,11.563606262207031,1666340734.771849,2.0000000000000003e-06,1666340734.6644907
2022-05-30 11:30:11.814177990,10437,81273,31,322,277,263,281,0,0,0,0,0,0,0,0,8329,0,0,87,0,0,0,129,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,40,0,3345,5009,12094,4987,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-150.05446557933897,-0.49917649082862287,19.502872862746703,0.0,9.632600784301758,1666340734.7858293,3e-06,1666340734.6695552
2022-05-30 11:30:16.914185047,10442,81268,31,313,272,263,281,0,0,0,0,0,0,0,0,8329,0,0,87,0,0,0,136,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,38,0,3341,5013,12098,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-149.71672716275364,-0.5042669822514879,19.50484461446307,0.0,6.379326820373535,1666340734.8004427,3e-06,1666340734.674295
2022-05-30 11:30:22.014220953,10447,81263,31,308,272,263,281,0,0,0,0,0,0,0,0,8331,0,0,84,0,0,0,129,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,42,0,3341,5009,12103,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-149.37868570131806,-0.5093611803655548,19.506816377462485,0.0,55.703704833984375,1666340734.8147862,2.0000000000000003e-06,1666340734.67968
2022-05-30 11:30:27.114227057,10452,81258,31,299,277,263,277,0,0,0,0,0,0,0,0,8331,0,0,84,0,0,0,138,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,39,0,3341,5013,12116,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-149.02671446578435,-0.5146288791830611,19.508788128782957,0.0,20.934127807617188,1666340734.829517,3e-06,1666340734.6846282
2022-05-30 11:30:32.214232922,10457,81253,31,295,277,263,277,0,0,0,0,0,0,0,0,8331,0,0,91,0,0,0,135,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,39,0,3341,5013,12098,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-148.675363228091,-0.5198857081837556,19.51075988010343,0.0,16.301910400390625,1666340734.8437312,2.0000000000000003e-06,1666340734.6898544
2022-05-30 11:30:37.414275885,10463,81248,31,335,277,263,277,0,0,0,0,0,0,0,0,8331,0,0,91,0,0,0,140,0,2,1,0,0,3,32767,32767,32767,32767,32767,32767,32767,32767,39,0,3345,5013,12089,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-148.3309712272129,-0.5250028138879101,19.5127703075211,0.0,13.862980842590332,1666340734.8582356,3e-06,1666340734.6944256
2022-05-30 11:30:42.514281988,10468,81243,31,322,272,263,281,0,0,0,0,0,0,0,0,8327,0,0,87,0,0,0,135,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,36,0,3345,5013,12107,4987,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-147.99321113786536,-0.5300182266375353,19.51474205894055,0.0,10.273550987243652,1666340734.8726103,3e-06,1666340734.6987994
2022-05-30 11:30:47.614288092,10473,81238,31,313,277,263,277,0,0,0,0,0,0,0,0,8327,0,0,87,0,0,0,137,0,1,1,0,0,3,32767,32767,32767,32767,32767,32767,32767,32767,39,0,3341,5009,12094,4987,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-147.65552058357378,-0.5349993907677978,19.51671381035999,0.0,15.299125671386719,1666340734.8869183,2.0000000000000003e-06,1666340734.703671
2022-05-30 11:30:52.714324951,10478,81232,31,308,277,263,281,0,0,0,0,0,0,0,0,8327,0,0,87,0,0,0,130,0,1,1,0,2,3,32767,32767,32767,32767,32767,32767,32767,32767,42,0,3345,5009,12116,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-147.31782151452265,-0.5399766153345117,19.518685573656327,0.0,8.923087120056152,1666340734.9010432,3e-06,1666340734.7079997
2022-05-30 11:30:57.814331055,10483,81227,31,299,277,263,277,0,0,0,0,0,0,0,0,8329,0,0,91,0,0,0,139,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,36,0,3345,5009,12116,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-146.98007189243677,-0.5449215990236552,19.520657325075774,0.0,15.212444305419922,1666340734.9151537,3e-06,1666340734.712989
2022-05-30 11:31:02.914367914,10488,81222,31,295,277,263,277,0,0,0,0,0,0,0,0,8329,0,0,91,0,1,0,140,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,42,0,3350,5013,12103,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-146.64137267027704,-0.5498753050217797,19.52262908837211,0.0,8.140149116516113,1666340734.9291341,2.0000000000000003e-06,1666340734.717623
2022-05-30 11:31:08.014374018,10493,81217,31,330,277,263,281,0,0,0,0,0,0,0,0,8331,0,0,87,0,0,0,135,0,0,1,0,1,7,32767,32767,32767,32767,32767,32767,32767,32767,39,0,3345,5018,12098,4978,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-146.296502150767,-0.5548856124846946,19.526064798750024,0.0,15.54629135131836,1666340734.9432511,3e-06,1666340734.7223
2022-05-30 11:31:13.114379883,10498,81212,31,322,277,263,281,0,0,0,0,0,0,0,0,8331,0,0,87,0,0,0,133,0,1,1,0,1,3,32767,32767,32767,32767,32767,32767,32767,32767,42,0,3341,5013,12094,4982,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,35,36,36,36,37,37,127,127,127,127,127,3,2,0,0,,,-145.95275717920532,-0.55987351408762,19.532151577160324,0.0,7.4307403564453125,1666340734.9570649,2.0000000000000003e-06,1666340734.7269342
