Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;19,8;°C;08.06.22 8:10:24,7;0:01:00,1;08.06.22 8:10:25,0;19,9;°C;19,7478260869565;°C;08.06.22 8:10:38,1;19,7;°C;Interval;08.06.22 8:11:24,7
2;19,7;°C;08.06.22 8:11:24,7;0:01:00,0;08.06.22 8:11:53,8;19,8;°C;19,6937888198758;°C;08.06.22 8:12:17,3;19,6;°C;Interval;08.06.22 8:12:24,7
3;19,6;°C;08.06.22 8:12:24,7;0:01:00,1;08.06.22 8:12:35,2;19,7;°C;19,6540372670807;°C;08.06.22 8:12:24,7;19,6;°C;Interval;08.06.22 8:13:24,8
4;19,7;°C;08.06.22 8:13:24,8;0:01:00,1;08.06.22 8:13:27,9;19,8;°C;19,7484472049689;°C;08.06.22 8:13:24,8;19,7;°C;Interval;08.06.22 8:14:25,0
5;19,8;°C;08.06.22 8:14:25,0;0:00:59,7;08.06.22 8:14:25,0;19,8;°C;19,7975;°C;08.06.22 8:14:46,6;19,7;°C;Interval;08.06.22 8:15:24,7
6;19,8;°C;08.06.22 8:15:24,7;0:01:00,0;08.06.22 8:15:52,5;19,9;°C;19,81625;°C;08.06.22 8:15:24,7;19,8;°C;Interval;08.06.22 8:16:24,7
7;19,9;°C;08.06.22 8:16:24,7;0:01:00,1;08.06.22 8:16:24,7;19,9;°C;19,8725;°C;08.06.22 8:16:25,4;19,8;°C;Interval;08.06.22 8:17:24,8
8;19,9;°C;08.06.22 8:17:24,8;0:01:00,0;08.06.22 8:17:24,8;19,9;°C;19,890625;°C;08.06.22 8:17:26,2;19,8;°C;Interval;08.06.22 8:18:24,8
9;19,9;°C;08.06.22 8:18:24,8;0:01:00,0;08.06.22 8:18:24,8;19,9;°C;19,896875;°C;08.06.22 8:18:25,9;19,8;°C;Interval;08.06.22 8:19:24,8
10;19,9;°C;08.06.22 8:19:24,8;0:01:00,2;08.06.22 8:19:36,0;20;°C;19,91;°C;08.06.22 8:19:24,8;19,9;°C;Interval;08.06.22 8:20:24,9
11;19,9;°C;08.06.22 8:20:24,9;0:01:00,0;08.06.22 8:20:26,1;20;°C;19,93375;°C;08.06.22 8:20:24,9;19,9;°C;Interval;08.06.22 8:21:24,9
12;19,9;°C;08.06.22 8:21:24,9;0:01:00,0;08.06.22 8:21:25,3;20;°C;19,955625;°C;08.06.22 8:21:24,9;19,9;°C;Interval;08.06.22 8:22:24,9
13;20;°C;08.06.22 8:22:24,9;0:01:00,2;08.06.22 8:22:24,9;20;°C;19,981875;°C;08.06.22 8:22:26,1;19,9;°C;Interval;08.06.22 8:23:25,1
14;20;°C;08.06.22 8:23:25,1;0:00:59,7;08.06.22 8:23:25,1;20;°C;19,9981132075472;°C;08.06.22 8:23:44,6;19,9;°C;Interval;08.06.22 8:24:24,8
15;20;°C;08.06.22 8:24:24,8;0:01:00,0;08.06.22 8:25:01,9;20,1;°C;20;°C;08.06.22 8:24:30,7;19,9;°C;Interval;08.06.22 8:25:24,8
16;20;°C;08.06.22 8:25:24,8;0:01:00,0;08.06.22 8:25:46,2;20,1;°C;20,000625;°C;08.06.22 8:25:24,8;20;°C;Interval;08.06.22 8:26:24,8
17;20;°C;08.06.22 8:26:24,8;0:01:00,2;08.06.22 8:26:55,6;20,1;°C;20,000625;°C;08.06.22 8:26:24,8;20;°C;Interval;08.06.22 8:27:24,9
18;20;°C;08.06.22 8:27:24,9;0:01:00,0;08.06.22 8:27:35,1;20,1;°C;20,004375;°C;08.06.22 8:27:24,9;20;°C;Interval;08.06.22 8:28:25,0
19;20;°C;08.06.22 8:28:25,0;0:00:59,7;08.06.22 8:28:26,4;20,1;°C;20,0088050314465;°C;08.06.22 8:28:25,0;20;°C;Interval;08.06.22 8:29:24,7
20;20;°C;08.06.22 8:29:24,7;0:01:00,0;08.06.22 8:29:24,7;20;°C;19,998125;°C;08.06.22 8:29:49,4;19,9;°C;Interval;08.06.22 8:30:24,7
21;20;°C;08.06.22 8:30:24,7;0:01:00,2;08.06.22 8:30:27,4;20,1;°C;20,0025;°C;08.06.22 8:30:24,7;20;°C;Interval;08.06.22 8:31:24,9
22;20;°C;08.06.22 8:31:24,9;0:01:00,0;08.06.22 8:32:02,7;20,1;°C;20,008125;°C;08.06.22 8:31:24,9;20;°C;Interval;08.06.22 8:32:24,9
23;20;°C;08.06.22 8:32:24,9;0:01:00,0;08.06.22 8:32:25,2;20,1;°C;20,014375;°C;08.06.22 8:32:24,9;20;°C;Interval;08.06.22 8:33:24,9
24;20;°C;08.06.22 8:33:24,9;0:01:00,1;08.06.22 8:33:25,7;20,1;°C;20,018125;°C;08.06.22 8:33:24,9;20;°C;Interval;08.06.22 8:34:25,0
25;20;°C;08.06.22 8:34:25,0;0:00:59,7;08.06.22 8:34:25,7;20,1;°C;20,0081761006289;°C;08.06.22 8:34:41,4;19,9;°C;Interval;08.06.22 8:35:24,7
26;20;°C;08.06.22 8:35:24,7;0:01:00,0;08.06.22 8:35:31,4;20,1;°C;20,033125;°C;08.06.22 8:35:24,7;20;°C;Interval;08.06.22 8:36:24,7
27;20,1;°C;08.06.22 8:36:24,7;0:01:00,0;08.06.22 8:36:24,7;20,1;°C;20,040625;°C;08.06.22 8:36:26,6;20;°C;Interval;08.06.22 8:37:24,7
28;20,1;°C;08.06.22 8:37:24,7;0:01:00,2;08.06.22 8:37:24,7;20,1;°C;20,0525;°C;08.06.22 8:37:25,1;20;°C;Interval;08.06.22 8:38:24,8
29;20;°C;08.06.22 8:38:24,8;0:01:00,1;08.06.22 8:38:25,2;20,1;°C;20,068125;°C;08.06.22 8:38:24,8;20;°C;Interval;08.06.22 8:39:24,9
30;20,1;°C;08.06.22 8:39:24,9;0:01:00,0;08.06.22 8:39:24,9;20,1;°C;20,06625;°C;08.06.22 8:39:27,1;20;°C;Interval;08.06.22 8:40:24,9
31;20,1;°C;08.06.22 8:40:24,9;0:01:00,2;08.06.22 8:40:24,9;20,1;°C;20,03375;°C;08.06.22 8:40:28,3;20;°C;Interval;08.06.22 8:41:25,1
32;20;°C;08.06.22 8:41:25,1;0:00:59,7;08.06.22 8:41:32,5;20,1;°C;20,0283018867925;°C;08.06.22 8:41:25,1;20;°C;Interval;08.06.22 8:42:24,8
33;20;°C;08.06.22 8:42:24,8;0:01:00,0;08.06.22 8:42:27,0;20,1;°C;20,006875;°C;08.06.22 8:42:49,9;19,9;°C;Interval;08.06.22 8:43:24,8
34;20;°C;08.06.22 8:43:24,8;0:01:00,0;08.06.22 8:43:29,0;20,1;°C;20,038125;°C;08.06.22 8:43:24,8;20;°C;Interval;08.06.22 8:44:24,8
35;20,1;°C;08.06.22 8:44:24,8;0:01:00,2;08.06.22 8:44:24,8;20,1;°C;20,061875;°C;08.06.22 8:44:28,2;20;°C;Interval;08.06.22 8:45:24,9
36;20;°C;08.06.22 8:45:24,9;0:01:00,0;08.06.22 8:45:25,3;20,1;°C;20,0725;°C;08.06.22 8:45:24,9;20;°C;Interval;08.06.22 8:46:24,9
37;20;°C;08.06.22 8:46:24,9;0:01:00,0;08.06.22 8:46:42,2;20,1;°C;20,0225;°C;08.06.22 8:46:24,9;20;°C;Interval;08.06.22 8:47:25,0
38;20,1;°C;08.06.22 8:47:25,0;0:01:00,1;08.06.22 8:47:25,0;20,1;°C;20,0325;°C;08.06.22 8:47:25,4;20;°C;Interval;08.06.22 8:48:25,1
