FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.7808,V DC,21/10/2022 8:55:13.4,0:00:00.5,21/10/2022 8:55:13.7,4.7809,V DC,4.78082,V DC,21/10/2022 8:55:13.5,4.7807,V DC,Interval,21/10/2022 8:55:13.9
2,4.7809,V DC,21/10/2022 8:55:13.9,0:00:01.0,21/10/2022 8:55:13.9,4.7809,V DC,4.78087,V DC,21/10/2022 8:55:14.0,4.7808,V DC,Interval,21/10/2022 8:55:14.9
3,4.7809,V DC,21/10/2022 8:55:14.9,0:00:01.0,21/10/2022 8:55:14.9,4.7809,V DC,4.78064,V DC,21/10/2022 8:55:15.3,4.7805,V DC,Interval,21/10/2022 8:55:15.9
4,4.7805,V DC,21/10/2022 8:55:15.9,0:00:00.9,21/10/2022 8:55:16.0,4.7806,V DC,4.78056666666667,V DC,21/10/2022 8:55:15.9,4.7805,V DC,Interval,21/10/2022 8:55:16.8
5,4.7805,V DC,21/10/2022 8:55:16.8,0:00:01.0,21/10/2022 8:55:16.8,4.7805,V DC,4.78044,V DC,21/10/2022 8:55:17.2,4.7804,V DC,Interval,21/10/2022 8:55:17.9
6,4.7805,V DC,21/10/2022 8:55:17.9,0:00:01.0,21/10/2022 8:55:17.9,4.7805,V DC,4.7805,V DC,21/10/2022 8:55:17.9,4.7805,V DC,Interval,21/10/2022 8:55:18.9
7,4.7805,V DC,21/10/2022 8:55:18.9,0:00:01.0,21/10/2022 8:55:19.7,4.7813,V DC,4.78065,V DC,21/10/2022 8:55:19.3,4.7804,V DC,Interval,21/10/2022 8:55:19.9
8,4.7804,V DC,21/10/2022 8:55:19.9,0:00:01.0,21/10/2022 8:55:20.6,4.7807,V DC,4.78043,V DC,21/10/2022 8:55:20.2,4.7803,V DC,Interval,21/10/2022 8:55:20.9
9,4.7806,V DC,21/10/2022 8:55:20.9,0:00:01.0,21/10/2022 8:55:20.9,4.7806,V DC,4.78037,V DC,21/10/2022 8:55:21.5,4.7802,V DC,Interval,21/10/2022 8:55:21.9
10,4.7804,V DC,21/10/2022 8:55:21.9,0:00:01.0,21/10/2022 8:55:22.1,4.7805,V DC,4.78044,V DC,21/10/2022 8:55:21.9,4.7804,V DC,Interval,21/10/2022 8:55:22.9
11,4.7805,V DC,21/10/2022 8:55:22.9,0:00:01.0,21/10/2022 8:55:22.9,4.7805,V DC,4.7804,V DC,21/10/2022 8:55:23.2,4.7803,V DC,Interval,21/10/2022 8:55:23.9
12,4.7804,V DC,21/10/2022 8:55:23.9,0:00:01.0,21/10/2022 8:55:24.7,4.7805,V DC,4.78042,V DC,21/10/2022 8:55:23.9,4.7804,V DC,Interval,21/10/2022 8:55:24.9
13,4.7806,V DC,21/10/2022 8:55:24.9,0:00:01.1,21/10/2022 8:55:25.1,4.7807,V DC,4.78067142857143,V DC,21/10/2022 8:55:24.9,4.7806,V DC,Interval,21/10/2022 8:55:26.0
14,4.7808,V DC,21/10/2022 8:55:26.0,0:00:00.9,21/10/2022 8:55:26.0,4.7808,V DC,4.78078888888889,V DC,21/10/2022 8:55:26.2,4.7807,V DC,Interval,21/10/2022 8:55:26.9
15,4.7808,V DC,21/10/2022 8:55:26.9,0:00:01.0,21/10/2022 8:55:26.9,4.7808,V DC,4.78071,V DC,21/10/2022 8:55:27.0,4.7807,V DC,Interval,21/10/2022 8:55:27.9
16,4.7807,V DC,21/10/2022 8:55:27.9,0:00:01.0,21/10/2022 8:55:28.1,4.7808,V DC,4.78078,V DC,21/10/2022 8:55:27.9,4.7807,V DC,Interval,21/10/2022 8:55:28.9
17,4.7808,V DC,21/10/2022 8:55:28.9,0:00:01.0,21/10/2022 8:55:29.0,4.7809,V DC,4.78081,V DC,21/10/2022 8:55:28.9,4.7808,V DC,Interval,21/10/2022 8:55:29.9
18,4.7808,V DC,21/10/2022 8:55:29.9,0:00:01.0,21/10/2022 8:55:29.9,4.7808,V DC,4.7808,V DC,21/10/2022 8:55:29.9,4.7808,V DC,Interval,21/10/2022 8:55:30.9
19,4.7809,V DC,21/10/2022 8:55:30.9,0:00:01.0,21/10/2022 8:55:30.9,4.7809,V DC,4.7809,V DC,21/10/2022 8:55:30.9,4.7809,V DC,Interval,21/10/2022 8:55:31.9
20,4.7809,V DC,21/10/2022 8:55:31.9,0:00:00.9,21/10/2022 8:55:31.9,4.7809,V DC,4.78083333333333,V DC,21/10/2022 8:55:32.2,4.7808,V DC,Interval,21/10/2022 8:55:32.8
21,4.7808,V DC,21/10/2022 8:55:32.8,0:00:01.0,21/10/2022 8:55:32.8,4.7808,V DC,4.78074,V DC,21/10/2022 8:55:33.3,4.7807,V DC,Interval,21/10/2022 8:55:33.9
22,4.7807,V DC,21/10/2022 8:55:33.9,0:00:01.0,21/10/2022 8:55:34.1,4.7808,V DC,4.78078,V DC,21/10/2022 8:55:33.9,4.7807,V DC,Interval,21/10/2022 8:55:34.9
23,4.7808,V DC,21/10/2022 8:55:34.9,0:00:01.0,21/10/2022 8:55:35.1,4.7809,V DC,4.78084,V DC,21/10/2022 8:55:34.9,4.7808,V DC,Interval,21/10/2022 8:55:35.9
24,4.7809,V DC,21/10/2022 8:55:35.9,0:00:01.0,21/10/2022 8:55:35.9,4.7809,V DC,4.78089,V DC,21/10/2022 8:55:36.0,4.7808,V DC,Interval,21/10/2022 8:55:36.9
25,4.7809,V DC,21/10/2022 8:55:36.9,0:00:01.0,21/10/2022 8:55:36.9,4.7809,V DC,4.78085,V DC,21/10/2022 8:55:37.4,4.7808,V DC,Interval,21/10/2022 8:55:37.9
26,4.7808,V DC,21/10/2022 8:55:37.9,0:00:01.0,21/10/2022 8:55:38.1,4.7809,V DC,4.78086666666667,V DC,21/10/2022 8:55:37.9,4.7808,V DC,Interval,21/10/2022 8:55:38.9
27,4.7809,V DC,21/10/2022 8:55:38.9,0:00:01.0,21/10/2022 8:55:38.9,4.7809,V DC,4.7809,V DC,21/10/2022 8:55:38.9,4.7809,V DC,Interval,21/10/2022 8:55:39.9
28,4.7809,V DC,21/10/2022 8:55:39.9,0:00:01.0,21/10/2022 8:55:40.3,4.781,V DC,4.78091,V DC,21/10/2022 8:55:39.9,4.7809,V DC,Interval,21/10/2022 8:55:40.9
29,4.7809,V DC,21/10/2022 8:55:40.9,0:00:01.0,21/10/2022 8:55:40.9,4.7809,V DC,4.78085,V DC,21/10/2022 8:55:41.4,4.7808,V DC,Interval,21/10/2022 8:55:41.9
30,4.7808,V DC,21/10/2022 8:55:41.9,0:00:01.0,21/10/2022 8:55:42.6,4.781,V DC,4.78092,V DC,21/10/2022 8:55:41.9,4.7808,V DC,Interval,21/10/2022 8:55:42.9
31,4.781,V DC,21/10/2022 8:55:42.9,0:00:01.0,21/10/2022 8:55:42.9,4.781,V DC,4.78096,V DC,21/10/2022 8:55:43.3,4.7809,V DC,Interval,21/10/2022 8:55:43.9
32,4.781,V DC,21/10/2022 8:55:43.9,0:00:01.0,21/10/2022 8:55:43.9,4.781,V DC,4.78099,V DC,21/10/2022 8:55:44.8,4.7809,V DC,Interval,21/10/2022 8:55:44.9
33,4.7809,V DC,21/10/2022 8:55:44.9,0:00:01.0,21/10/2022 8:55:45.3,4.781,V DC,4.7809,V DC,21/10/2022 8:55:45.7,4.7808,V DC,Interval,21/10/2022 8:55:45.9
34,4.7807,V DC,21/10/2022 8:55:45.9,0:00:01.0,21/10/2022 8:55:45.9,4.7807,V DC,4.78064,V DC,21/10/2022 8:55:46.3,4.7806,V DC,Interval,21/10/2022 8:55:46.9
35,4.7806,V DC,21/10/2022 8:55:46.9,0:00:01.0,21/10/2022 8:55:46.9,4.7806,V DC,4.7806,V DC,21/10/2022 8:55:46.9,4.7806,V DC,Interval,21/10/2022 8:55:47.9
36,4.7806,V DC,21/10/2022 8:55:47.9,0:00:01.0,21/10/2022 8:55:47.9,4.7806,V DC,4.7806,V DC,21/10/2022 8:55:47.9,4.7806,V DC,Interval,21/10/2022 8:55:48.9
37,4.7807,V DC,21/10/2022 8:55:48.9,0:00:00.9,21/10/2022 8:55:49.1,4.7826,V DC,4.78105555555556,V DC,21/10/2022 8:55:48.9,4.7807,V DC,Interval,21/10/2022 8:55:49.8
38,4.7807,V DC,21/10/2022 8:55:49.8,0:00:01.3,21/10/2022 8:55:50.5,4.7811,V DC,4.78084444444444,V DC,21/10/2022 8:55:49.9,4.7806,V DC,Interval,21/10/2022 8:55:51.2
39,4.7811,V DC,21/10/2022 8:55:51.2,0:00:00.7,21/10/2022 8:55:51.4,4.7812,V DC,4.78102857142857,V DC,21/10/2022 8:55:51.8,4.7806,V DC,Interval,21/10/2022 8:55:51.9
40,4.7806,V DC,21/10/2022 8:55:51.9,0:00:01.0,21/10/2022 8:55:52.6,4.7819,V DC,4.78119,V DC,21/10/2022 8:55:51.9,4.7806,V DC,Interval,21/10/2022 8:55:52.9
41,4.781,V DC,21/10/2022 8:55:52.9,0:00:01.0,21/10/2022 8:55:53.5,4.7815,V DC,4.78108,V DC,21/10/2022 8:55:53.0,4.7807,V DC,Interval,21/10/2022 8:55:53.9
42,4.781,V DC,21/10/2022 8:55:53.9,0:00:01.0,21/10/2022 8:55:53.9,4.781,V DC,4.78081,V DC,21/10/2022 8:55:54.1,4.7807,V DC,Interval,21/10/2022 8:55:54.9
43,4.7806,V DC,21/10/2022 8:55:54.9,0:00:01.0,21/10/2022 8:55:55.0,4.7807,V DC,4.78061,V DC,21/10/2022 8:55:55.2,4.7805,V DC,Interval,21/10/2022 8:55:55.9
44,4.7808,V DC,21/10/2022 8:55:55.9,0:00:01.0,21/10/2022 8:55:55.9,4.7808,V DC,4.78069,V DC,21/10/2022 8:55:56.7,4.7805,V DC,Interval,21/10/2022 8:55:56.9
