FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.8637,V DC,24/10/2022 12:13:21.6,0:00:00.5,24/10/2022 12:13:21.6,4.8637,V DC,4.8637,V DC,24/10/2022 12:13:21.6,4.8637,V DC,Interval,24/10/2022 12:13:22.1
2,4.8638,V DC,24/10/2022 12:13:22.1,0:00:01.0,24/10/2022 12:13:22.1,4.8638,V DC,4.8638,V DC,24/10/2022 12:13:22.1,4.8638,V DC,Interval,24/10/2022 12:13:23.1
3,4.8638,V DC,24/10/2022 12:13:23.1,0:00:01.0,24/10/2022 12:13:23.1,4.8638,V DC,4.8638,V DC,24/10/2022 12:13:23.1,4.8638,V DC,Interval,24/10/2022 12:13:24.1
4,4.8638,V DC,24/10/2022 12:13:24.1,0:00:00.9,24/10/2022 12:13:24.1,4.8638,V DC,4.8638,V DC,24/10/2022 12:13:24.1,4.8638,V DC,Interval,24/10/2022 12:13:25.0
5,4.8637,V DC,24/10/2022 12:13:25.0,0:00:01.0,24/10/2022 12:13:25.0,4.8637,V DC,4.86361,V DC,24/10/2022 12:13:25.9,4.8635,V DC,Interval,24/10/2022 12:13:26.0
6,4.8635,V DC,24/10/2022 12:13:26.0,0:00:01.0,24/10/2022 12:13:26.8,4.8658,V DC,4.86389,V DC,24/10/2022 12:13:26.0,4.8635,V DC,Interval,24/10/2022 12:13:27.0
7,4.8634,V DC,24/10/2022 12:13:27.0,0:00:01.0,24/10/2022 12:13:27.9,4.8641,V DC,4.8636,V DC,24/10/2022 12:13:27.1,4.8633,V DC,Interval,24/10/2022 12:13:28.0
8,4.8642,V DC,24/10/2022 12:13:28.0,0:00:01.0,24/10/2022 12:13:28.8,4.8643,V DC,4.86383,V DC,24/10/2022 12:13:28.6,4.8628,V DC,Interval,24/10/2022 12:13:29.0
9,4.864,V DC,24/10/2022 12:13:29.0,0:00:01.0,24/10/2022 12:13:29.7,4.8641,V DC,4.86379,V DC,24/10/2022 12:13:29.2,4.8635,V DC,Interval,24/10/2022 12:13:30.0
10,4.8638,V DC,24/10/2022 12:13:30.0,0:00:01.0,24/10/2022 12:13:30.2,4.8642,V DC,4.86385,V DC,24/10/2022 12:13:30.0,4.8638,V DC,Interval,24/10/2022 12:13:31.0
11,4.8638,V DC,24/10/2022 12:13:31.0,0:00:01.0,24/10/2022 12:13:31.0,4.8638,V DC,4.8638,V DC,24/10/2022 12:13:31.0,4.8638,V DC,Interval,24/10/2022 12:13:32.0
12,4.8637,V DC,24/10/2022 12:13:32.0,0:00:01.0,24/10/2022 12:13:32.1,4.8638,V DC,4.86379,V DC,24/10/2022 12:13:32.0,4.8637,V DC,Interval,24/10/2022 12:13:33.0
13,4.8638,V DC,24/10/2022 12:13:33.0,0:00:01.1,24/10/2022 12:13:33.0,4.8638,V DC,4.8638,V DC,24/10/2022 12:13:33.0,4.8638,V DC,Interval,24/10/2022 12:13:34.1
14,4.8638,V DC,24/10/2022 12:13:34.1,0:00:00.9,24/10/2022 12:13:34.3,4.8639,V DC,4.86387777777778,V DC,24/10/2022 12:13:34.1,4.8638,V DC,Interval,24/10/2022 12:13:35.0
