FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.8355,V DC,24/10/2022 12:53:02.3,0:00:00.5,24/10/2022 12:53:02.3,4.8355,V DC,4.8355,V DC,24/10/2022 12:53:02.3,4.8355,V DC,Interval,24/10/2022 12:53:02.8
2,4.8355,V DC,24/10/2022 12:53:02.8,0:00:01.0,24/10/2022 12:53:02.8,4.8355,V DC,4.8354,V DC,24/10/2022 12:53:03.6,4.8352,V DC,Interval,24/10/2022 12:53:03.8
3,4.8352,V DC,24/10/2022 12:53:03.8,0:00:01.0,24/10/2022 12:53:03.8,4.8352,V DC,4.83512,V DC,24/10/2022 12:53:04.0,4.8351,V DC,Interval,24/10/2022 12:53:04.8
4,4.8351,V DC,24/10/2022 12:53:04.8,0:00:00.9,24/10/2022 12:53:04.8,4.8351,V DC,4.8351,V DC,24/10/2022 12:53:04.8,4.8351,V DC,Interval,24/10/2022 12:53:05.7
5,4.835,V DC,24/10/2022 12:53:05.7,0:00:01.0,24/10/2022 12:53:06.1,4.8351,V DC,4.83504,V DC,24/10/2022 12:53:05.7,4.835,V DC,Interval,24/10/2022 12:53:06.7
6,4.8351,V DC,24/10/2022 12:53:06.7,0:00:01.0,24/10/2022 12:53:07.5,4.8352,V DC,4.83512,V DC,24/10/2022 12:53:06.7,4.8351,V DC,Interval,24/10/2022 12:53:07.7
7,4.8352,V DC,24/10/2022 12:53:07.7,0:00:01.0,24/10/2022 12:53:07.7,4.8352,V DC,4.8352,V DC,24/10/2022 12:53:07.7,4.8352,V DC,Interval,24/10/2022 12:53:08.7
8,4.836,V DC,24/10/2022 12:53:08.7,0:00:01.0,24/10/2022 12:53:09.3,4.8366,V DC,4.83606,V DC,24/10/2022 12:53:09.0,4.8356,V DC,Interval,24/10/2022 12:53:09.7
9,4.8362,V DC,24/10/2022 12:53:09.7,0:00:01.0,24/10/2022 12:53:10.1,4.837,V DC,4.83604,V DC,24/10/2022 12:53:10.3,4.8348,V DC,Interval,24/10/2022 12:53:10.7
10,4.8365,V DC,24/10/2022 12:53:10.7,0:00:01.0,24/10/2022 12:53:10.8,4.8368,V DC,4.83576,V DC,24/10/2022 12:53:11.0,4.8346,V DC,Interval,24/10/2022 12:53:11.7
11,4.8357,V DC,24/10/2022 12:53:11.7,0:00:01.0,24/10/2022 12:53:12.0,4.8361,V DC,4.83536,V DC,24/10/2022 12:53:12.4,4.8347,V DC,Interval,24/10/2022 12:53:12.7
12,4.8357,V DC,24/10/2022 12:53:12.7,0:00:01.0,24/10/2022 12:53:13.6,4.8413,V DC,4.83893,V DC,24/10/2022 12:53:12.7,4.8357,V DC,Interval,24/10/2022 12:53:13.7
13,4.84,V DC,24/10/2022 12:53:13.7,0:00:01.1,24/10/2022 12:53:13.7,4.84,V DC,4.83705714285714,V DC,24/10/2022 12:53:14.1,4.8355,V DC,Interval,24/10/2022 12:53:14.9
14,4.8355,V DC,24/10/2022 12:53:14.9,0:00:00.9,24/10/2022 12:53:15.6,4.8356,V DC,4.83551111111111,V DC,24/10/2022 12:53:14.9,4.8355,V DC,Interval,24/10/2022 12:53:15.8
15,4.8355,V DC,24/10/2022 12:53:15.8,0:00:01.0,24/10/2022 12:53:16.0,4.8357,V DC,4.83562,V DC,24/10/2022 12:53:15.8,4.8355,V DC,Interval,24/10/2022 12:53:16.8
16,4.8357,V DC,24/10/2022 12:53:16.8,0:00:01.0,24/10/2022 12:53:16.8,4.8357,V DC,4.83559,V DC,24/10/2022 12:53:17.6,4.8354,V DC,Interval,24/10/2022 12:53:17.8
17,4.8355,V DC,24/10/2022 12:53:17.8,0:00:01.0,24/10/2022 12:53:18.3,4.8357,V DC,4.83558,V DC,24/10/2022 12:53:17.8,4.8355,V DC,Interval,24/10/2022 12:53:18.8
18,4.8356,V DC,24/10/2022 12:53:18.8,0:00:01.0,24/10/2022 12:53:18.8,4.8356,V DC,4.83558,V DC,24/10/2022 12:53:19.3,4.8355,V DC,Interval,24/10/2022 12:53:19.8
19,4.8356,V DC,24/10/2022 12:53:19.8,0:00:01.0,24/10/2022 12:53:19.8,4.8356,V DC,4.8356,V DC,24/10/2022 12:53:19.8,4.8356,V DC,Interval,24/10/2022 12:53:20.8
20,4.8356,V DC,24/10/2022 12:53:20.8,0:00:01.0,24/10/2022 12:53:21.5,4.8367,V DC,4.83572,V DC,24/10/2022 12:53:20.8,4.8356,V DC,Interval,24/10/2022 12:53:21.8
21,4.8355,V DC,24/10/2022 12:53:21.8,0:00:01.0,24/10/2022 12:53:22.2,4.8363,V DC,4.83562,V DC,24/10/2022 12:53:21.8,4.8355,V DC,Interval,24/10/2022 12:53:22.8
22,4.8356,V DC,24/10/2022 12:53:22.8,0:00:00.9,24/10/2022 12:53:22.8,4.8356,V DC,4.83557777777778,V DC,24/10/2022 12:53:22.9,4.8355,V DC,Interval,24/10/2022 12:53:23.7
23,4.8355,V DC,24/10/2022 12:53:23.7,0:00:01.0,24/10/2022 12:53:23.8,4.8356,V DC,4.83554,V DC,24/10/2022 12:53:24.5,4.8354,V DC,Interval,24/10/2022 12:53:24.7
24,4.8356,V DC,24/10/2022 12:53:24.7,0:00:01.0,24/10/2022 12:53:24.7,4.8356,V DC,4.83558,V DC,24/10/2022 12:53:24.9,4.8355,V DC,Interval,24/10/2022 12:53:25.7
25,4.8355,V DC,24/10/2022 12:53:25.7,0:00:01.0,24/10/2022 12:53:26.2,4.8357,V DC,4.83559,V DC,24/10/2022 12:53:25.7,4.8355,V DC,Interval,24/10/2022 12:53:26.7
26,4.8356,V DC,24/10/2022 12:53:26.7,0:00:01.0,24/10/2022 12:53:26.7,4.8356,V DC,4.83558333333333,V DC,24/10/2022 12:53:27.6,4.8355,V DC,Interval,24/10/2022 12:53:27.7
27,4.8355,V DC,24/10/2022 12:53:27.7,0:00:01.0,24/10/2022 12:53:27.8,4.8356,V DC,4.83554,V DC,24/10/2022 12:53:27.7,4.8355,V DC,Interval,24/10/2022 12:53:28.7
28,4.8356,V DC,24/10/2022 12:53:28.7,0:00:01.0,24/10/2022 12:53:28.7,4.8356,V DC,4.8356,V DC,24/10/2022 12:53:28.7,4.8356,V DC,Interval,24/10/2022 12:53:29.8
29,4.8356,V DC,24/10/2022 12:53:29.8,0:00:01.0,24/10/2022 12:53:29.8,4.8356,V DC,4.8356,V DC,24/10/2022 12:53:29.8,4.8356,V DC,Interval,24/10/2022 12:53:30.8
30,4.8356,V DC,24/10/2022 12:53:30.8,0:00:01.0,24/10/2022 12:53:31.7,4.8357,V DC,4.83561,V DC,24/10/2022 12:53:30.8,4.8356,V DC,Interval,24/10/2022 12:53:31.8
31,4.8357,V DC,24/10/2022 12:53:31.8,0:00:01.0,24/10/2022 12:53:31.8,4.8357,V DC,4.83569,V DC,24/10/2022 12:53:32.7,4.8356,V DC,Interval,24/10/2022 12:53:32.8
32,4.8356,V DC,24/10/2022 12:53:32.8,0:00:01.0,24/10/2022 12:53:32.9,4.8357,V DC,4.83563,V DC,24/10/2022 12:53:32.8,4.8356,V DC,Interval,24/10/2022 12:53:33.8
33,4.8357,V DC,24/10/2022 12:53:33.8,0:00:01.0,24/10/2022 12:53:33.8,4.8357,V DC,4.83563,V DC,24/10/2022 12:53:34.0,4.8356,V DC,Interval,24/10/2022 12:53:34.8
34,4.8356,V DC,24/10/2022 12:53:34.8,0:00:01.0,24/10/2022 12:53:35.2,4.8357,V DC,4.83566,V DC,24/10/2022 12:53:34.8,4.8356,V DC,Interval,24/10/2022 12:53:35.8
35,4.8357,V DC,24/10/2022 12:53:35.8,0:00:01.0,24/10/2022 12:53:35.8,4.8357,V DC,4.83562,V DC,24/10/2022 12:53:36.0,4.8356,V DC,Interval,24/10/2022 12:53:36.8
36,4.8356,V DC,24/10/2022 12:53:36.8,0:00:01.0,24/10/2022 12:53:37.3,4.8357,V DC,4.83565,V DC,24/10/2022 12:53:36.8,4.8356,V DC,Interval,24/10/2022 12:53:37.8
