;detection_recording_timestamp;distance;detection
0;1666608845.606217;259.5633850097656;1.0
1;1666608845.6144242;20.175447463989258;0.0
2;1666608845.622838;15.088380813598633;0.0
3;1666608845.6313396;14.251945495605469;0.0
4;1666608845.6397612;60.59373092651367;0.0
5;1666608845.6481805;25.291481018066406;0.0
6;1666608845.6564698;19.853137969970703;0.0
7;1666608845.6649609;18.55365562438965;0.0
8;1666608845.6733356;17.039018630981445;0.0
9;1666608845.6817448;10.632169723510742;0.0
10;1666608845.6901212;17.96811866760254;0.0
11;1666608845.6985571;18.170883178710938;0.0
12;1666608845.7068703;14.102940559387207;0.0
13;1666608845.7151074;15.892213821411133;0.0
14;1666608845.7234879;13.770834922790527;0.0
15;1666608845.7317183;18.361553192138672;0.0
16;1666608845.7400706;15.473555564880371;0.0
17;1666608845.7489212;15.822179794311523;0.0
18;1666608845.757593;24.2791690826416;0.0
19;1666608845.7913373;12.816751480102539;0.0
20;1666608845.7997885;12.678522109985352;0.0
21;1666608845.80802;16.2172908782959;0.0
22;1666608845.8164208;11.03235149383545;0.0
23;1666608845.824654;21.373512268066406;0.0
24;1666608845.8329067;14.072474479675293;0.0
25;1666608845.9593425;16.518598556518555;0.0
26;1666608845.968241;9.590099334716797;0.0
27;1666608845.9772923;16.172462463378906;0.0
28;1666608845.986293;10.595701217651367;0.0
29;1666608845.9949095;12.8794527053833;0.0
30;1666608846.0033047;9.8962984085083;0.0
31;1666608846.011849;11.312283515930176;0.0
32;1666608846.0210495;14.068077087402344;0.0
33;1666608846.029675;9.613972663879395;0.0
34;1666608846.0386255;10.822240829467773;0.0
35;1666608846.047233;13.002082824707031;0.0
36;1666608846.0559676;14.08739948272705;0.0
37;1666608846.0651896;13.42615032196045;0.0
38;1666608846.0745244;13.113153457641602;0.0
39;1666608846.0838108;10.071686744689941;0.0
40;1666608846.0925477;20.84490966796875;0.0
41;1666608846.1010532;9.324828147888184;0.0
42;1666608846.109802;20.471179962158203;0.0
43;1666608846.118495;11.590117454528809;0.0
44;1666608846.1276338;16.73897361755371;0.0
45;1666608846.136419;9.700523376464844;0.0
46;1666608846.1449785;12.646492004394531;0.0
47;1666608846.1534824;12.724678993225098;0.0
48;1666608846.161994;9.296575546264648;0.0
49;1666608846.1705906;11.104119300842285;0.0
50;1666608846.178991;12.719603538513184;0.0
51;1666608846.1873112;10.30634880065918;0.0
52;1666608846.200421;9.070571899414062;0.0
53;1666608846.2267876;18.171161651611328;0.0
54;1666608846.2355492;10.013687133789062;0.0
55;1666608846.2441308;15.400344848632812;0.0
56;1666608846.2524326;11.456265449523926;0.0
57;1666608846.2696638;10.065110206604004;0.0
58;1666608846.2781155;13.544504165649414;0.0
59;1666608846.290923;11.025214195251465;0.0
60;1666608846.4498048;15.451918601989746;0.0
61;1666608846.458686;10.31799602508545;0.0
62;1666608846.467353;13.861825942993164;0.0
63;1666608846.4760976;13.405326843261719;0.0
64;1666608846.4846802;15.295823097229004;0.0
65;1666608846.4933658;17.391220092773438;0.0
66;1666608846.502096;12.541157722473145;0.0
67;1666608846.510606;14.758355140686035;0.0
68;1666608846.5193458;9.253222465515137;0.0
69;1666608846.5280886;18.871919631958008;0.0
70;1666608846.5367403;6.808343887329102;0.0
71;1666608846.545417;15.037840843200684;0.0
72;1666608846.554105;12.266070365905762;0.0
73;1666608846.5629187;17.44813346862793;0.0
74;1666608846.5716002;15.321673393249512;0.0
75;1666608846.5802858;13.355071067810059;0.0
76;1666608846.5890498;17.064170837402344;0.0
77;1666608846.5978765;10.970187187194824;0.0
78;1666608846.6069849;14.285750389099121;0.0
79;1666608846.616381;10.53191089630127;0.0
80;1666608846.6255352;13.034320831298828;0.0
81;1666608846.6345804;10.633935928344727;0.0
82;1666608846.6437414;13.83298397064209;0.0
83;1666608846.652741;13.445054054260254;0.0
84;1666608846.6615033;9.343844413757324;0.0
85;1666608846.670468;15.86519718170166;0.0
86;1666608846.679261;13.572049140930176;0.0
87;1666608846.688541;11.509530067443848;0.0
88;1666608846.697628;11.271699905395508;0.0
89;1666608846.7070794;26.34242820739746;0.0
90;1666608846.7165027;15.25818920135498;0.0
91;1666608846.7256546;17.887062072753906;0.0
92;1666608846.7346952;8.382599830627441;0.0
93;1666608846.743485;14.263710021972656;0.0
94;1666608846.7524185;17.812814712524414;0.0
95;1666608846.7657146;8.887788772583008;0.0
96;1666608846.7787943;55.154518127441406;0.0
97;1666608846.7921724;21.062267303466797;0.0
98;1666608846.8053555;16.745819091796875;0.0
99;1666608846.8271775;17.112619400024414;0.0
100;1666608846.835887;14.65059757232666;0.0
101;1666608846.8447301;10.353324890136719;0.0
102;1666608846.8576715;14.483296394348145;0.0
103;1666608847.116596;12.360101699829102;0.0
104;1666608847.1252375;11.486530303955078;0.0
105;1666608847.1343737;12.432251930236816;0.0
106;1666608847.1436162;10.561772346496582;0.0
107;1666608847.1530645;13.989419937133789;0.0
108;1666608847.1623273;12.580484390258789;0.0
109;1666608847.1715643;33.11796951293945;0.0
110;1666608847.1802754;10.71391773223877;0.0
111;1666608847.1890123;15.243370056152344;0.0
112;1666608847.198642;12.556703567504883;0.0
113;1666608847.2081494;18.416080474853516;0.0
114;1666608847.2174873;8.082135200500488;0.0
115;1666608847.227125;12.084635734558105;0.0
116;1666608847.2370088;11.823647499084473;0.0
117;1666608847.2465436;13.758708953857422;0.0
118;1666608847.2557414;13.051947593688965;0.0
119;1666608847.2650049;19.021408081054688;0.0
120;1666608847.2742555;12.270649909973145;0.0
121;1666608847.2834961;12.07312297821045;0.0
122;1666608847.2927914;11.881170272827148;0.0
123;1666608847.3020034;17.995634078979492;0.0
124;1666608847.3110266;10.710241317749023;0.0
125;1666608847.320258;14.083930969238281;0.0
126;1666608847.3291018;8.278000831604004;0.0
127;1666608847.3382802;14.266697883605957;0.0
128;1666608847.3473554;13.421242713928223;0.0
129;1666608847.3565245;19.390764236450195;0.0
130;1666608847.3659513;13.076797485351562;0.0
131;1666608847.3750658;17.435976028442383;0.0
132;1666608847.3846512;13.472136497497559;0.0
133;1666608847.3934538;14.607926368713379;0.0
134;1666608847.4026964;13.706446647644043;0.0
135;1666608847.412266;7.154996395111084;0.0
136;1666608847.4218614;14.958508491516113;0.0
137;1666608847.4311955;13.790449142456055;0.0
138;1666608847.440567;11.530187606811523;0.0
139;1666608847.4502716;10.525290489196777;0.0
140;1666608847.45946;14.096563339233398;0.0
141;1666608847.468939;15.222108840942383;0.0
142;1666608847.477665;12.690224647521973;0.0
143;1666608847.4867294;14.883079528808594;0.0
144;1666608847.4957926;16.12139320373535;0.0
145;1666608847.5051064;11.59715747833252;0.0
146;1666608847.5141826;12.30126953125;0.0
147;1666608847.523398;14.845969200134277;0.0
148;1666608847.5330143;13.518769264221191;0.0
149;1666608847.5420656;9.112895011901855;0.0
150;1666608847.551213;10.24610424041748;0.0
151;1666608847.5603178;9.342151641845703;0.0
152;1666608847.5694067;10.850975036621094;0.0
153;1666608847.5984805;11.805136680603027;0.0
154;1666608847.607661;12.02175235748291;0.0
155;1666608847.6167383;13.58981990814209;0.0
156;1666608847.626038;14.410123825073242;0.0
157;1666608847.6455286;9.982282638549805;0.0
158;1666608847.6549647;18.42624855041504;0.0
159;1666608847.6689181;20.676790237426758;0.0
160;1666608847.6870842;195.38868713378906;1.0
161;1666608847.69582;54.663143157958984;0.0
162;1666608847.709057;35.2275505065918;0.0
163;1666608847.7814357;70.251708984375;0.0
164;1666608847.7900937;51.44415283203125;0.0
165;1666608847.799214;17.792192459106445;0.0
166;1666608847.8078594;15.414472579956055;0.0
167;1666608847.8169725;25.478418350219727;0.0
168;1666608847.825591;13.907642364501953;0.0
169;1666608847.8345308;15.51036548614502;0.0
170;1666608847.8429139;13.41331958770752;0.0
171;1666608847.8514218;21.781522750854492;0.0
172;1666608847.8599753;17.864105224609375;0.0
173;1666608847.868356;12.972400665283203;0.0
174;1666608847.8767755;16.653335571289062;0.0
175;1666608847.8858972;18.127771377563477;0.0
176;1666608848.1671135;7.435553550720215;0.0
177;1666608848.1754844;13.797389030456543;0.0
178;1666608848.1842182;12.778313636779785;0.0
179;1666608848.1937244;8.663537979125977;0.0
180;1666608848.2028522;16.472517013549805;0.0
181;1666608848.2115495;9.104612350463867;0.0
182;1666608848.2204509;13.372482299804688;0.0
183;1666608848.2296348;15.5661039352417;0.0
184;1666608848.2387142;9.145119667053223;0.0
185;1666608848.2476785;26.159231185913086;0.0
186;1666608848.2563872;9.830754280090332;0.0
187;1666608848.2654288;7.490083694458008;0.0
188;1666608848.2745426;18.12830352783203;0.0
189;1666608848.2838495;15.305659294128418;0.0
190;1666608848.2925792;10.1220064163208;0.0
191;1666608848.3015769;13.754192352294922;0.0
192;1666608848.3103797;15.118980407714844;0.0
193;1666608848.3194313;16.867719650268555;0.0
194;1666608848.3284214;16.71757698059082;0.0
195;1666608848.337243;14.286498069763184;0.0
196;1666608848.3456066;15.437556266784668;0.0
197;1666608848.3542173;16.90082550048828;0.0
198;1666608848.3628547;8.867003440856934;0.0
199;1666608848.371449;22.865705490112305;0.0
200;1666608848.3800454;11.610595703125;0.0
201;1666608848.3888218;16.61856460571289;0.0
202;1666608848.397541;12.137310028076172;0.0
203;1666608848.4062283;14.488386154174805;0.0
204;1666608848.4148455;11.46008586883545;0.0
205;1666608848.4233804;9.102092742919922;0.0
206;1666608848.4320507;12.668974876403809;0.0
207;1666608848.4418852;14.602090835571289;0.0
208;1666608848.4507282;17.88026237487793;0.0
209;1666608848.4597898;26.647666931152344;0.0
210;1666608848.4685585;23.37677574157715;0.0
211;1666608848.4775531;6.530406475067139;0.0
212;1666608848.4868593;16.319623947143555;0.0
213;1666608848.4956872;12.213326454162598;0.0
214;1666608848.5048158;18.42571449279785;0.0
215;1666608848.5134733;18.919965744018555;0.0
216;1666608848.5221093;10.133954048156738;0.0
217;1666608848.5307524;13.34549617767334;0.0
218;1666608848.5393739;9.949861526489258;0.0
219;1666608848.5480037;9.803092002868652;0.0
220;1666608848.5564973;14.08865737915039;0.0
221;1666608848.565378;11.055903434753418;0.0
222;1666608848.5740623;9.817092895507812;0.0
223;1666608848.582739;10.805849075317383;0.0
224;1666608848.59124;11.531519889831543;0.0
225;1666608848.5998456;15.867470741271973;0.0
226;1666608848.6085913;14.568327903747559;0.0
227;1666608848.6174722;12.407544136047363;0.0
228;1666608848.626122;17.221923828125;0.0
229;1666608848.6348076;16.311674118041992;0.0
230;1666608848.6434357;16.999589920043945;0.0
