FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.8616,V DC,21/10/2022 10:04:33.2,0:00:00.0,21/10/2022 10:04:33.2,4.8616,V DC,4.8616,V DC,21/10/2022 10:04:33.2,4.8616,V DC,Stable,21/10/2022 10:04:33.2
2, ,V DC,21/10/2022 10:04:33.2,0:00:00.6,21/10/2022 10:04:33.2, ,V DC, ,V DC,21/10/2022 10:04:33.2, ,V DC,Stable,21/10/2022 10:04:33.7
3,4.8616,V DC,21/10/2022 10:04:33.7,0:00:00.5,21/10/2022 10:04:34.1,4.8634,V DC,4.86228,V DC,21/10/2022 10:04:33.7,4.8616,V DC,Interval,21/10/2022 10:04:34.2
4,4.8632,V DC,21/10/2022 10:04:34.2,0:00:01.0,21/10/2022 10:04:35.1,4.8634,V DC,4.86233,V DC,21/10/2022 10:04:34.5,4.8615,V DC,Interval,21/10/2022 10:04:35.2
5,4.8629,V DC,21/10/2022 10:04:35.2,0:00:01.0,21/10/2022 10:04:35.2,4.8629,V DC,4.86163,V DC,21/10/2022 10:04:36.2,4.8611,V DC,Interval,21/10/2022 10:04:36.3
6,4.861,V DC,21/10/2022 10:04:36.3,0:00:00.9,21/10/2022 10:04:36.4,4.8612,V DC,4.86108888888889,V DC,21/10/2022 10:04:36.3,4.861,V DC,Interval,21/10/2022 10:04:37.2
7,4.8612,V DC,21/10/2022 10:04:37.2,0:00:01.0,21/10/2022 10:04:37.9,4.8619,V DC,4.8613,V DC,21/10/2022 10:04:37.5,4.8611,V DC,Interval,21/10/2022 10:04:38.2
8,4.8609,V DC,21/10/2022 10:04:38.2,0:00:01.0,21/10/2022 10:04:39.0,4.8624,V DC,4.86135,V DC,21/10/2022 10:04:38.2,4.8609,V DC,Interval,21/10/2022 10:04:39.2
9,4.8611,V DC,21/10/2022 10:04:39.2,0:00:01.0,21/10/2022 10:04:40.0,4.8615,V DC,4.86121,V DC,21/10/2022 10:04:39.3,4.861,V DC,Interval,21/10/2022 10:04:40.2
10,4.8611,V DC,21/10/2022 10:04:40.2,0:00:01.0,21/10/2022 10:04:40.3,4.8612,V DC,4.86104,V DC,21/10/2022 10:04:40.5,4.8609,V DC,Interval,21/10/2022 10:04:41.2
11,4.861,V DC,21/10/2022 10:04:41.2,0:00:01.0,21/10/2022 10:04:42.1,4.8614,V DC,4.86107,V DC,21/10/2022 10:04:41.2,4.861,V DC,Interval,21/10/2022 10:04:42.2
12,4.8616,V DC,21/10/2022 10:04:42.2,0:00:01.0,21/10/2022 10:04:42.3,4.8617,V DC,4.86132,V DC,21/10/2022 10:04:42.7,4.861,V DC,Interval,21/10/2022 10:04:43.2
13,4.8611,V DC,21/10/2022 10:04:43.2,0:00:01.0,21/10/2022 10:04:43.7,4.8615,V DC,4.86127,V DC,21/10/2022 10:04:43.2,4.8611,V DC,Interval,21/10/2022 10:04:44.2
14,4.8611,V DC,21/10/2022 10:04:44.2,0:00:01.0,21/10/2022 10:04:44.8,4.8615,V DC,4.86122,V DC,21/10/2022 10:04:44.2,4.8611,V DC,Interval,21/10/2022 10:04:45.2
15,4.8612,V DC,21/10/2022 10:04:45.2,0:00:01.1,21/10/2022 10:04:45.5,4.8617,V DC,4.86121428571429,V DC,21/10/2022 10:04:45.8,4.861,V DC,Interval,21/10/2022 10:04:46.3
16,4.8612,V DC,21/10/2022 10:04:46.3,0:00:00.9,21/10/2022 10:04:46.3,4.8612,V DC,4.86117777777778,V DC,21/10/2022 10:04:46.5,4.8611,V DC,Interval,21/10/2022 10:04:47.2
17,4.8611,V DC,21/10/2022 10:04:47.2,0:00:01.0,21/10/2022 10:04:48.0,4.8613,V DC,4.86117,V DC,21/10/2022 10:04:47.2,4.8611,V DC,Interval,21/10/2022 10:04:48.2
18,4.8612,V DC,21/10/2022 10:04:48.2,0:00:01.0,21/10/2022 10:04:48.3,4.8613,V DC,4.8612,V DC,21/10/2022 10:04:48.7,4.8611,V DC,Interval,21/10/2022 10:04:49.2
19,4.8614,V DC,21/10/2022 10:04:49.2,0:00:01.0,21/10/2022 10:04:49.3,4.8616,V DC,4.86118,V DC,21/10/2022 10:04:49.8,4.8609,V DC,Interval,21/10/2022 10:04:50.2
20,4.8612,V DC,21/10/2022 10:04:50.2,0:00:01.0,21/10/2022 10:04:50.2,4.8612,V DC,4.86119,V DC,21/10/2022 10:04:50.9,4.8611,V DC,Interval,21/10/2022 10:04:51.2
21,4.8613,V DC,21/10/2022 10:04:51.2,0:00:01.0,21/10/2022 10:04:51.7,4.8615,V DC,4.86144,V DC,21/10/2022 10:04:51.2,4.8613,V DC,Interval,21/10/2022 10:04:52.2
22,4.8615,V DC,21/10/2022 10:04:52.2,0:00:00.9,21/10/2022 10:04:52.2,4.8615,V DC,4.8615,V DC,21/10/2022 10:04:52.2,4.8615,V DC,Interval,21/10/2022 10:04:53.2
23,4.8615,V DC,21/10/2022 10:04:53.2,0:00:01.0,21/10/2022 10:04:53.3,4.8616,V DC,4.86159,V DC,21/10/2022 10:04:53.2,4.8615,V DC,Interval,21/10/2022 10:04:54.2
24,4.8616,V DC,21/10/2022 10:04:54.2,0:00:01.0,21/10/2022 10:04:54.2,4.8616,V DC,4.8616,V DC,21/10/2022 10:04:54.2,4.8616,V DC,Interval,21/10/2022 10:04:55.2
25,4.8616,V DC,21/10/2022 10:04:55.2,0:00:01.0,21/10/2022 10:04:55.2,4.8616,V DC,4.8616,V DC,21/10/2022 10:04:55.2,4.8616,V DC,Interval,21/10/2022 10:04:56.2
26,4.8616,V DC,21/10/2022 10:04:56.2,0:00:01.0,21/10/2022 10:04:56.2,4.8616,V DC,4.86155,V DC,21/10/2022 10:04:56.5,4.8615,V DC,Interval,21/10/2022 10:04:57.2
27,4.8616,V DC,21/10/2022 10:04:57.2,0:00:01.0,21/10/2022 10:04:57.2,4.8616,V DC,4.8616,V DC,21/10/2022 10:04:57.2,4.8616,V DC,Interval,21/10/2022 10:04:58.2
28,4.8616,V DC,21/10/2022 10:04:58.2,0:00:01.0,21/10/2022 10:04:58.2,4.8616,V DC,4.86158333333333,V DC,21/10/2022 10:04:59.0,4.8615,V DC,Interval,21/10/2022 10:04:59.2
29,4.8615,V DC,21/10/2022 10:04:59.2,0:00:01.0,21/10/2022 10:04:59.2,4.8615,V DC,4.8615,V DC,21/10/2022 10:04:59.2,4.8615,V DC,Interval,21/10/2022 10:05:00.2
30,4.8615,V DC,21/10/2022 10:05:00.2,0:00:01.0,21/10/2022 10:05:00.2,4.8615,V DC,4.8615,V DC,21/10/2022 10:05:00.2,4.8615,V DC,Interval,21/10/2022 10:05:01.2
31,4.8615,V DC,21/10/2022 10:05:01.2,0:00:01.0,21/10/2022 10:05:01.8,4.8616,V DC,4.86151,V DC,21/10/2022 10:05:01.2,4.8615,V DC,Interval,21/10/2022 10:05:02.2
32,4.8615,V DC,21/10/2022 10:05:02.2,0:00:01.0,21/10/2022 10:05:02.2,4.8615,V DC,4.86146,V DC,21/10/2022 10:05:02.8,4.8614,V DC,Interval,21/10/2022 10:05:03.2
33,4.8614,V DC,21/10/2022 10:05:03.2,0:00:01.0,21/10/2022 10:05:03.2,4.8614,V DC,4.8614,V DC,21/10/2022 10:05:03.2,4.8614,V DC,Interval,21/10/2022 10:05:04.2
34,4.8614,V DC,21/10/2022 10:05:04.2,0:00:01.0,21/10/2022 10:05:04.4,4.8615,V DC,4.86141,V DC,21/10/2022 10:05:04.2,4.8614,V DC,Interval,21/10/2022 10:05:05.2
35,4.8614,V DC,21/10/2022 10:05:05.2,0:00:01.0,21/10/2022 10:05:05.8,4.8615,V DC,4.86144,V DC,21/10/2022 10:05:05.2,4.8614,V DC,Interval,21/10/2022 10:05:06.2
36,4.8615,V DC,21/10/2022 10:05:06.2,0:00:01.0,21/10/2022 10:05:06.2,4.8615,V DC,4.8615,V DC,21/10/2022 10:05:06.2,4.8615,V DC,Interval,21/10/2022 10:05:07.2
37,4.8615,V DC,21/10/2022 10:05:07.2,0:00:01.0,21/10/2022 10:05:07.2,4.8615,V DC,4.86143,V DC,21/10/2022 10:05:08.1,4.8612,V DC,Interval,21/10/2022 10:05:08.2
38,4.8612,V DC,21/10/2022 10:05:08.2,0:00:01.0,21/10/2022 10:05:08.2,4.8612,V DC,4.86112,V DC,21/10/2022 10:05:08.5,4.8611,V DC,Interval,21/10/2022 10:05:09.3
