FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.8614,V DC,24/10/2022 11:15:11.3,0:00:00.4,24/10/2022 11:15:11.3,4.8614,V DC,4.861325,V DC,24/10/2022 11:15:11.4,4.8613,V DC,Interval,24/10/2022 11:15:11.7
2,4.8613,V DC,24/10/2022 11:15:11.7,0:00:01.0,24/10/2022 11:15:11.7,4.8613,V DC,4.8613,V DC,24/10/2022 11:15:11.7,4.8613,V DC,Interval,24/10/2022 11:15:12.7
3,4.8613,V DC,24/10/2022 11:15:12.7,0:00:01.0,24/10/2022 11:15:13.2,4.8621,V DC,4.86139,V DC,24/10/2022 11:15:12.7,4.8613,V DC,Interval,24/10/2022 11:15:13.7
4,4.8613,V DC,24/10/2022 11:15:13.7,0:00:01.0,24/10/2022 11:15:13.9,4.8623,V DC,4.86148,V DC,24/10/2022 11:15:13.7,4.8613,V DC,Interval,24/10/2022 11:15:14.7
5,4.8614,V DC,24/10/2022 11:15:14.7,0:00:01.0,24/10/2022 11:15:15.1,4.8615,V DC,4.86143,V DC,24/10/2022 11:15:14.7,4.8614,V DC,Interval,24/10/2022 11:15:15.7
6,4.8614,V DC,24/10/2022 11:15:15.7,0:00:01.0,24/10/2022 11:15:15.9,4.8615,V DC,4.86144,V DC,24/10/2022 11:15:15.7,4.8614,V DC,Interval,24/10/2022 11:15:16.7
7,4.8614,V DC,24/10/2022 11:15:16.7,0:00:00.9,24/10/2022 11:15:16.7,4.8614,V DC,4.86114444444445,V DC,24/10/2022 11:15:17.2,4.8609,V DC,Interval,24/10/2022 11:15:17.6
8,4.8611,V DC,24/10/2022 11:15:17.6,0:00:01.0,24/10/2022 11:15:17.6,4.8611,V DC,4.86108,V DC,24/10/2022 11:15:18.4,4.861,V DC,Interval,24/10/2022 11:15:18.6
9,4.8611,V DC,24/10/2022 11:15:18.6,0:00:01.0,24/10/2022 11:15:18.9,4.8612,V DC,4.8611,V DC,24/10/2022 11:15:19.4,4.861,V DC,Interval,24/10/2022 11:15:19.6
10,4.861,V DC,24/10/2022 11:15:19.6,0:00:01.0,24/10/2022 11:15:20.5,4.8612,V DC,4.86106,V DC,24/10/2022 11:15:19.6,4.861,V DC,Interval,24/10/2022 11:15:20.6
11,4.8612,V DC,24/10/2022 11:15:20.6,0:00:01.0,24/10/2022 11:15:21.2,4.8616,V DC,4.86139,V DC,24/10/2022 11:15:20.6,4.8612,V DC,Interval,24/10/2022 11:15:21.6
12,4.8613,V DC,24/10/2022 11:15:21.6,0:00:01.0,24/10/2022 11:15:21.6,4.8613,V DC,4.86116,V DC,24/10/2022 11:15:22.0,4.8611,V DC,Interval,24/10/2022 11:15:22.6
13,4.8611,V DC,24/10/2022 11:15:22.6,0:00:01.2,24/10/2022 11:15:22.8,4.8612,V DC,4.861175,V DC,24/10/2022 11:15:22.6,4.8611,V DC,Interval,24/10/2022 11:15:23.8
14,4.8612,V DC,24/10/2022 11:15:23.8,0:00:00.8,24/10/2022 11:15:23.8,4.8612,V DC,4.8612,V DC,24/10/2022 11:15:23.8,4.8612,V DC,Interval,24/10/2022 11:15:24.6
15,4.8612,V DC,24/10/2022 11:15:24.6,0:00:01.0,24/10/2022 11:15:25.3,4.8614,V DC,4.8613,V DC,24/10/2022 11:15:24.6,4.8612,V DC,Interval,24/10/2022 11:15:25.7
16,4.8614,V DC,24/10/2022 11:15:25.7,0:00:01.0,24/10/2022 11:15:25.8,4.8615,V DC,4.86146,V DC,24/10/2022 11:15:26.6,4.8613,V DC,Interval,24/10/2022 11:15:26.7
17,4.8613,V DC,24/10/2022 11:15:26.7,0:00:01.0,24/10/2022 11:15:26.7,4.8613,V DC,4.86117,V DC,24/10/2022 11:15:27.1,4.8611,V DC,Interval,24/10/2022 11:15:27.7
18,4.8612,V DC,24/10/2022 11:15:27.7,0:00:01.0,24/10/2022 11:15:28.6,4.8614,V DC,4.86124,V DC,24/10/2022 11:15:27.7,4.8612,V DC,Interval,24/10/2022 11:15:28.7
19,4.8614,V DC,24/10/2022 11:15:28.7,0:00:01.0,24/10/2022 11:15:29.0,4.8615,V DC,4.86147,V DC,24/10/2022 11:15:28.7,4.8614,V DC,Interval,24/10/2022 11:15:29.7
20,4.8615,V DC,24/10/2022 11:15:29.7,0:00:01.0,24/10/2022 11:15:29.7,4.8615,V DC,4.8615,V DC,24/10/2022 11:15:29.7,4.8615,V DC,Interval,24/10/2022 11:15:30.7
21,4.8615,V DC,24/10/2022 11:15:30.7,0:00:01.0,24/10/2022 11:15:31.6,4.8616,V DC,4.86151,V DC,24/10/2022 11:15:30.7,4.8615,V DC,Interval,24/10/2022 11:15:31.7
22,4.8616,V DC,24/10/2022 11:15:31.7,0:00:01.0,24/10/2022 11:15:32.4,4.8617,V DC,4.86163,V DC,24/10/2022 11:15:31.7,4.8616,V DC,Interval,24/10/2022 11:15:32.7
23,4.8617,V DC,24/10/2022 11:15:32.7,0:00:01.0,24/10/2022 11:15:32.7,4.8617,V DC,4.86169,V DC,24/10/2022 11:15:33.6,4.8616,V DC,Interval,24/10/2022 11:15:33.7
24,4.8616,V DC,24/10/2022 11:15:33.7,0:00:00.9,24/10/2022 11:15:33.7,4.8616,V DC,4.8616,V DC,24/10/2022 11:15:33.7,4.8616,V DC,Interval,24/10/2022 11:15:34.6
25,4.8616,V DC,24/10/2022 11:15:34.6,0:00:01.0,24/10/2022 11:15:34.6,4.8616,V DC,4.8616,V DC,24/10/2022 11:15:34.6,4.8616,V DC,Interval,24/10/2022 11:15:35.6
26,4.8616,V DC,24/10/2022 11:15:35.6,0:00:01.0,24/10/2022 11:15:35.6,4.8616,V DC,4.8616,V DC,24/10/2022 11:15:35.6,4.8616,V DC,Interval,24/10/2022 11:15:36.6
27,4.8616,V DC,24/10/2022 11:15:36.6,0:00:01.0,24/10/2022 11:15:36.6,4.8616,V DC,4.86154,V DC,24/10/2022 11:15:37.0,4.8615,V DC,Interval,24/10/2022 11:15:37.6
28,4.8615,V DC,24/10/2022 11:15:37.6,0:00:01.0,24/10/2022 11:15:37.8,4.8616,V DC,4.86153,V DC,24/10/2022 11:15:37.6,4.8615,V DC,Interval,24/10/2022 11:15:38.6
29,4.8615,V DC,24/10/2022 11:15:38.6,0:00:01.0,24/10/2022 11:15:38.6,4.8615,V DC,4.8615,V DC,24/10/2022 11:15:38.6,4.8615,V DC,Interval,24/10/2022 11:15:39.6
30,4.8615,V DC,24/10/2022 11:15:39.6,0:00:01.0,24/10/2022 11:15:39.6,4.8615,V DC,4.8615,V DC,24/10/2022 11:15:39.6,4.8615,V DC,Interval,24/10/2022 11:15:40.6
31,4.8615,V DC,24/10/2022 11:15:40.6,0:00:01.0,24/10/2022 11:15:40.8,4.8616,V DC,4.86158,V DC,24/10/2022 11:15:40.6,4.8615,V DC,Interval,24/10/2022 11:15:41.7
32,4.8616,V DC,24/10/2022 11:15:41.7,0:00:01.0,24/10/2022 11:15:41.7,4.8616,V DC,4.86158,V DC,24/10/2022 11:15:42.0,4.8615,V DC,Interval,24/10/2022 11:15:42.7
33,4.8616,V DC,24/10/2022 11:15:42.7,0:00:01.0,24/10/2022 11:15:42.8,4.8617,V DC,4.86167,V DC,24/10/2022 11:15:42.7,4.8616,V DC,Interval,24/10/2022 11:15:43.7
34,4.8616,V DC,24/10/2022 11:15:43.7,0:00:01.0,24/10/2022 11:15:43.7,4.8616,V DC,4.86159,V DC,24/10/2022 11:15:44.5,4.8615,V DC,Interval,24/10/2022 11:15:44.7
35,4.8616,V DC,24/10/2022 11:15:44.7,0:00:01.0,24/10/2022 11:15:44.7,4.8616,V DC,4.86155,V DC,24/10/2022 11:15:44.8,4.8615,V DC,Interval,24/10/2022 11:15:45.7
36,4.8615,V DC,24/10/2022 11:15:45.7,0:00:01.0,24/10/2022 11:15:46.0,4.8631,V DC,4.862,V DC,24/10/2022 11:15:45.7,4.8615,V DC,Interval,24/10/2022 11:15:46.7
37,4.8621,V DC,24/10/2022 11:15:46.7,0:00:01.0,24/10/2022 11:15:46.9,4.8631,V DC,4.86219,V DC,24/10/2022 11:15:47.3,4.8616,V DC,Interval,24/10/2022 11:15:47.7
38,4.8628,V DC,24/10/2022 11:15:47.7,0:00:01.3,24/10/2022 11:15:47.8,4.8632,V DC,4.86222222222222,V DC,24/10/2022 11:15:48.3,4.8616,V DC,Interval,24/10/2022 11:15:49.0
39,4.8613,V DC,24/10/2022 11:15:49.0,0:00:00.7,24/10/2022 11:15:49.2,4.8614,V DC,4.86118571428571,V DC,24/10/2022 11:15:49.5,4.8609,V DC,Interval,24/10/2022 11:15:49.7
40,4.8612,V DC,24/10/2022 11:15:49.7,0:00:00.9,24/10/2022 11:15:49.8,4.8614,V DC,4.86122222222222,V DC,24/10/2022 11:15:50.0,4.8609,V DC,Interval,24/10/2022 11:15:50.6
41,4.8614,V DC,24/10/2022 11:15:50.6,0:00:01.0,24/10/2022 11:15:50.7,4.8619,V DC,4.86153,V DC,24/10/2022 11:15:50.6,4.8614,V DC,Interval,24/10/2022 11:15:51.6
42,4.8617,V DC,24/10/2022 11:15:51.6,0:00:01.0,24/10/2022 11:15:52.0,4.8618,V DC,4.86171,V DC,24/10/2022 11:15:52.3,4.8616,V DC,Interval,24/10/2022 11:15:52.6
43,4.8617,V DC,24/10/2022 11:15:52.6,0:00:01.0,24/10/2022 11:15:52.6,4.8617,V DC,4.8617,V DC,24/10/2022 11:15:52.6,4.8617,V DC,Interval,24/10/2022 11:15:53.6
44,4.8617,V DC,24/10/2022 11:15:53.6,0:00:01.0,24/10/2022 11:15:53.8,4.8618,V DC,4.86178,V DC,24/10/2022 11:15:53.6,4.8617,V DC,Interval,24/10/2022 11:15:54.6
45,4.8618,V DC,24/10/2022 11:15:54.6,0:00:01.0,24/10/2022 11:15:54.6,4.8618,V DC,4.86177,V DC,24/10/2022 11:15:55.3,4.8617,V DC,Interval,24/10/2022 11:15:55.6
46,4.8617,V DC,24/10/2022 11:15:55.6,0:00:01.0,24/10/2022 11:15:55.6,4.8617,V DC,4.86156,V DC,24/10/2022 11:15:56.0,4.8615,V DC,Interval,24/10/2022 11:15:56.6
47,4.8614,V DC,24/10/2022 11:15:56.6,0:00:01.0,24/10/2022 11:15:56.8,4.8615,V DC,4.86145,V DC,24/10/2022 11:15:56.6,4.8614,V DC,Interval,24/10/2022 11:15:57.7
48,4.8615,V DC,24/10/2022 11:15:57.7,0:00:01.0,24/10/2022 11:15:58.3,4.8617,V DC,4.86159,V DC,24/10/2022 11:15:57.7,4.8615,V DC,Interval,24/10/2022 11:15:58.7
49,4.8616,V DC,24/10/2022 11:15:58.7,0:00:01.0,24/10/2022 11:15:58.7,4.8616,V DC,4.8616,V DC,24/10/2022 11:15:58.7,4.8616,V DC,Interval,24/10/2022 11:15:59.7
50,4.8617,V DC,24/10/2022 11:15:59.7,0:00:01.0,24/10/2022 11:15:59.7,4.8617,V DC,4.86162,V DC,24/10/2022 11:15:59.9,4.8616,V DC,Interval,24/10/2022 11:16:00.7
51,4.8616,V DC,24/10/2022 11:16:00.7,0:00:01.0,24/10/2022 11:16:00.8,4.8617,V DC,4.8616,V DC,24/10/2022 11:16:01.6,4.8615,V DC,Interval,24/10/2022 11:16:01.7
52,4.8615,V DC,24/10/2022 11:16:01.7,0:00:01.0,24/10/2022 11:16:01.7,4.8615,V DC,4.86131,V DC,24/10/2022 11:16:02.1,4.8612,V DC,Interval,24/10/2022 11:16:02.7
53,4.8612,V DC,24/10/2022 11:16:02.7,0:00:01.0,24/10/2022 11:16:03.2,4.8638,V DC,4.86207,V DC,24/10/2022 11:16:02.7,4.8612,V DC,Interval,24/10/2022 11:16:03.7
54,4.8623,V DC,24/10/2022 11:16:03.7,0:00:01.0,24/10/2022 11:16:03.9,4.8626,V DC,4.86196,V DC,24/10/2022 11:16:04.4,4.8614,V DC,Interval,24/10/2022 11:16:04.7
55,4.8618,V DC,24/10/2022 11:16:04.7,0:00:01.0,24/10/2022 11:16:05.3,4.8623,V DC,4.86172,V DC,24/10/2022 11:16:05.1,4.8613,V DC,Interval,24/10/2022 11:16:05.7
56,4.8617,V DC,24/10/2022 11:16:05.7,0:00:01.0,24/10/2022 11:16:06.5,4.8623,V DC,4.86202,V DC,24/10/2022 11:16:05.7,4.8617,V DC,Interval,24/10/2022 11:16:06.7
57,4.8633,V DC,24/10/2022 11:16:06.7,0:00:00.9,24/10/2022 11:16:06.9,4.8651,V DC,4.86326666666667,V DC,24/10/2022 11:16:07.3,4.862,V DC,Interval,24/10/2022 11:16:07.6
58,4.8652,V DC,24/10/2022 11:16:07.6,0:00:01.0,24/10/2022 11:16:07.6,4.8652,V DC,4.85706,V DC,24/10/2022 11:16:08.4,4.8469,V DC,Interval,24/10/2022 11:16:08.6
59,4.8614,V DC,24/10/2022 11:16:08.6,0:00:01.0,24/10/2022 11:16:08.9,4.8638,V DC,4.85354,V DC,24/10/2022 11:16:09.5,4.8419,V DC,Interval,24/10/2022 11:16:09.6
60,4.8404,V DC,24/10/2022 11:16:09.6,0:00:01.0,24/10/2022 11:16:10.3,4.8528,V DC,4.84574,V DC,24/10/2022 11:16:09.7,4.8403,V DC,Interval,24/10/2022 11:16:10.6
61,4.8535,V DC,24/10/2022 11:16:10.6,0:00:01.0,24/10/2022 11:16:10.6,4.8535,V DC,4.84625,V DC,24/10/2022 11:16:11.5,4.8404,V DC,Interval,24/10/2022 11:16:11.6
62,4.8402,V DC,24/10/2022 11:16:11.6,0:00:01.0,24/10/2022 11:16:12.5,4.8485,V DC,4.84225,V DC,24/10/2022 11:16:11.7,4.8401,V DC,Interval,24/10/2022 11:16:12.6
63,4.843,V DC,24/10/2022 11:16:12.6,0:00:01.0,24/10/2022 11:16:13.3,4.8473,V DC,4.84118,V DC,24/10/2022 11:16:13.5,4.8396,V DC,Interval,24/10/2022 11:16:13.6
64,4.8408,V DC,24/10/2022 11:16:13.6,0:00:01.0,24/10/2022 11:16:14.6,4.8479,V DC,4.8421,V DC,24/10/2022 11:16:14.3,4.8398,V DC,Interval,24/10/2022 11:16:14.7
65,4.8492,V DC,24/10/2022 11:16:14.7,0:00:01.0,24/10/2022 11:16:14.7,4.8492,V DC,4.84092,V DC,24/10/2022 11:16:15.2,4.8394,V DC,Interval,24/10/2022 11:16:15.7
66,4.843,V DC,24/10/2022 11:16:15.7,0:00:01.0,24/10/2022 11:16:16.3,4.8478,V DC,4.84196,V DC,24/10/2022 11:16:16.2,4.8396,V DC,Interval,24/10/2022 11:16:16.7
67,4.8405,V DC,24/10/2022 11:16:16.7,0:00:01.0,24/10/2022 11:16:17.0,4.8482,V DC,4.84247,V DC,24/10/2022 11:16:17.4,4.8398,V DC,Interval,24/10/2022 11:16:17.7
68,4.8405,V DC,24/10/2022 11:16:17.7,0:00:01.0,24/10/2022 11:16:18.3,4.8442,V DC,4.8416,V DC,24/10/2022 11:16:17.9,4.84,V DC,Interval,24/10/2022 11:16:18.7
69,4.8395,V DC,24/10/2022 11:16:18.7,0:00:01.0,24/10/2022 11:16:19.1,4.8471,V DC,4.84105,V DC,24/10/2022 11:16:19.4,4.8394,V DC,Interval,24/10/2022 11:16:19.7
70,4.8404,V DC,24/10/2022 11:16:19.7,0:00:01.0,24/10/2022 11:16:20.6,4.8483,V DC,4.84225,V DC,24/10/2022 11:16:20.0,4.8396,V DC,Interval,24/10/2022 11:16:20.7
71,4.8485,V DC,24/10/2022 11:16:20.7,0:00:01.0,24/10/2022 11:16:20.7,4.8485,V DC,4.84069,V DC,24/10/2022 11:16:21.4,4.8394,V DC,Interval,24/10/2022 11:16:21.7
72,4.8409,V DC,24/10/2022 11:16:21.7,0:00:01.0,24/10/2022 11:16:22.0,4.8481,V DC,4.84211,V DC,24/10/2022 11:16:22.4,4.8394,V DC,Interval,24/10/2022 11:16:22.7
73,4.8397,V DC,24/10/2022 11:16:22.7,0:00:00.9,24/10/2022 11:16:23.2,4.8443,V DC,4.8411,V DC,24/10/2022 11:16:22.8,4.8396,V DC,Interval,24/10/2022 11:16:23.6
74,4.8408,V DC,24/10/2022 11:16:23.6,0:00:01.0,24/10/2022 11:16:24.5,4.8462,V DC,4.84156,V DC,24/10/2022 11:16:23.9,4.8393,V DC,Interval,24/10/2022 11:16:24.6
75,4.8419,V DC,24/10/2022 11:16:24.6,0:00:01.0,24/10/2022 11:16:25.2,4.8483,V DC,4.84292,V DC,24/10/2022 11:16:25.5,4.8394,V DC,Interval,24/10/2022 11:16:25.6
76,4.8393,V DC,24/10/2022 11:16:25.6,0:00:01.1,24/10/2022 11:16:26.2,4.8398,V DC,4.8395,V DC,24/10/2022 11:16:25.6,4.8393,V DC,Interval,24/10/2022 11:16:26.7
77,4.8411,V DC,24/10/2022 11:16:26.7,0:00:00.9,24/10/2022 11:16:26.9,4.848,V DC,4.84147777777778,V DC,24/10/2022 11:16:27.4,4.839,V DC,Interval,24/10/2022 11:16:27.6
78,4.8403,V DC,24/10/2022 11:16:27.6,0:00:01.0,24/10/2022 11:16:28.0,4.8473,V DC,4.84159,V DC,24/10/2022 11:16:28.5,4.8392,V DC,Interval,24/10/2022 11:16:28.6
79,4.84,V DC,24/10/2022 11:16:28.6,0:00:01.0,24/10/2022 11:16:29.5,4.8492,V DC,4.84371,V DC,24/10/2022 11:16:28.8,4.8394,V DC,Interval,24/10/2022 11:16:29.6
80,4.8483,V DC,24/10/2022 11:16:29.6,0:00:01.0,24/10/2022 11:16:29.6,4.8483,V DC,4.84191,V DC,24/10/2022 11:16:30.5,4.839,V DC,Interval,24/10/2022 11:16:30.7
81,4.8394,V DC,24/10/2022 11:16:30.7,0:00:01.0,24/10/2022 11:16:31.6,4.8396,V DC,4.8392,V DC,24/10/2022 11:16:31.0,4.8387,V DC,Interval,24/10/2022 11:16:31.7
82,4.8407,V DC,24/10/2022 11:16:31.7,0:00:01.0,24/10/2022 11:16:31.9,4.8485,V DC,4.84129,V DC,24/10/2022 11:16:32.5,4.8385,V DC,Interval,24/10/2022 11:16:32.7
83,4.8441,V DC,24/10/2022 11:16:32.7,0:00:01.0,24/10/2022 11:16:32.7,4.8441,V DC,4.84112,V DC,24/10/2022 11:16:32.9,4.8389,V DC,Interval,24/10/2022 11:16:33.7
84,4.84,V DC,24/10/2022 11:16:33.7,0:00:01.0,24/10/2022 11:16:34.0,4.848,V DC,4.84259,V DC,24/10/2022 11:16:34.3,4.8392,V DC,Interval,24/10/2022 11:16:34.7
85,4.8389,V DC,24/10/2022 11:16:34.7,0:00:01.0,24/10/2022 11:16:35.5,4.8481,V DC,4.84132,V DC,24/10/2022 11:16:34.8,4.8387,V DC,Interval,24/10/2022 11:16:35.7
86,4.8388,V DC,24/10/2022 11:16:35.7,0:00:01.0,24/10/2022 11:16:35.9,4.8406,V DC,4.83961,V DC,24/10/2022 11:16:35.7,4.8388,V DC,Interval,24/10/2022 11:16:36.7
87,4.8417,V DC,24/10/2022 11:16:36.7,0:00:01.0,24/10/2022 11:16:37.0,4.8446,V DC,4.8409,V DC,24/10/2022 11:16:37.2,4.8381,V DC,Interval,24/10/2022 11:16:37.7
88,4.843,V DC,24/10/2022 11:16:37.7,0:00:01.0,24/10/2022 11:16:38.2,4.8469,V DC,4.84068,V DC,24/10/2022 11:16:38.4,4.8377,V DC,Interval,24/10/2022 11:16:38.7
89,4.8377,V DC,24/10/2022 11:16:38.7,0:00:00.9,24/10/2022 11:16:39.5,4.8383,V DC,4.83782,V DC,24/10/2022 11:16:39.3,4.8372,V DC,Interval,24/10/2022 11:16:39.6
90,4.8435,V DC,24/10/2022 11:16:39.6,0:00:01.0,24/10/2022 11:16:39.7,4.8498,V DC,4.84066,V DC,24/10/2022 11:16:40.1,4.838,V DC,Interval,24/10/2022 11:16:40.6
91,4.8399,V DC,24/10/2022 11:16:40.6,0:00:01.0,24/10/2022 11:16:40.8,4.8468,V DC,4.84086,V DC,24/10/2022 11:16:41.0,4.8383,V DC,Interval,24/10/2022 11:16:41.6
92,4.8383,V DC,24/10/2022 11:16:41.6,0:00:01.0,24/10/2022 11:16:42.4,4.8457,V DC,4.8404,V DC,24/10/2022 11:16:42.3,4.8377,V DC,Interval,24/10/2022 11:16:42.6
