time; timestamp; t_delta; target; angle
06/03/2022, 14:34:44; 1654259684.853624; 10.07819652557373; 0.667614; 0.667614
06/03/2022, 14:34:54; 1654259694.9310405; 20.15561294555664; 1.335227; 1.321023
06/03/2022, 14:35:05; 1654259705.0103097; 30.23488211631775; 2.002841; 1.988636
06/03/2022, 14:35:15; 1654259715.089358; 40.31393051147461; 2.684659; 2.670454
06/03/2022, 14:35:25; 1654259725.1671028; 50.39167523384094; 3.352273; 3.352273
06/03/2022, 14:35:35; 1654259735.2473729; 60.47194528579712; 4.019886; 4.005682
06/03/2022, 14:35:45; 1654259745.3271918; 70.55176424980164; 4.701705; 4.701704
06/03/2022, 14:35:55; 1654259755.405944; 80.63051652908325; 5.369318; 5.355113
06/03/2022, 14:36:05; 1654259765.4852636; 90.70983600616455; 6.036932; 6.036932
06/03/2022, 14:36:15; 1654259775.5635548; 100.78812718391418; 6.71875; 6.71875
06/03/2022, 14:36:25; 1654259785.6388028; 110.86337518692017; 7.386364; 7.386363
06/03/2022, 14:36:35; 1654259795.7188375; 120.94340991973877; 8.053977; 8.053977
06/03/2022, 14:36:45; 1654259805.798099; 131.02267146110535; 8.721591; 8.707386
06/03/2022, 14:36:55; 1654259815.877661; 141.1022334098816; 9.403409; 9.403409
06/03/2022, 14:37:05; 1654259825.9539716; 151.17854404449463; 10.071023; 10.071023
06/03/2022, 14:37:16; 1654259836.0345514; 161.25912380218506; 10.738636; 10.738636
06/03/2022, 14:37:26; 1654259846.1178591; 171.34243154525757; 11.420455; 11.420455
06/03/2022, 14:37:36; 1654259856.197868; 181.42244052886963; 12.088068; 12.073864
06/03/2022, 14:37:46; 1654259866.281897; 191.50646948814392; 12.755682; 12.741477
06/03/2022, 14:37:56; 1654259876.3657079; 201.59028029441833; 13.4375; 13.4375
06/03/2022, 14:38:06; 1654259886.4548264; 211.6793987751007; 14.105114; 14.119318
06/03/2022, 14:38:16; 1654259896.5355883; 221.76016068458557; 14.772727; 14.772727
06/03/2022, 14:38:26; 1654259906.6159368; 231.84050917625427; 15.454545; 15.426136
06/03/2022, 14:38:36; 1654259916.6953359; 241.919908285141; 16.122159; 16.107954
06/03/2022, 14:38:46; 1654259926.7790923; 252.00366473197937; 16.789773; 16.775568
06/03/2022, 14:38:56; 1654259936.858859; 262.08343148231506; 17.471591; 17.47159
06/03/2022, 14:39:06; 1654259946.9400635; 272.16463589668274; 18.139205; 18.139204
06/03/2022, 14:39:17; 1654259957.0261538; 282.25072622299194; 18.806818; 18.806818
06/03/2022, 14:39:27; 1654259967.1114657; 292.3360381126404; 19.488636; 19.460227
06/03/2022, 14:39:37; 1654259977.1938746; 302.4184470176697; 20.15625; 20.15625
06/03/2022, 14:39:47; 1654259987.2797632; 312.50433564186096; 20.823864; 20.809659
06/03/2022, 14:39:57; 1654259997.359354; 322.5839264392853; 21.491477; 21.477272
06/03/2022, 14:40:07; 1654260007.440711; 332.6652834415436; 22.173295; 22.173295
06/03/2022, 14:40:17; 1654260017.5193715; 342.74394392967224; 22.840909; 22.840909
06/03/2022, 14:40:27; 1654260027.6030846; 352.8276569843292; 23.508523; 23.508522
06/03/2022, 14:40:37; 1654260037.684942; 362.90951442718506; 24.190341; 24.176136
06/03/2022, 14:40:47; 1654260047.767798; 372.99237036705017; 24.857955; 24.857954
06/03/2022, 14:40:57; 1654260057.8513246; 383.0758969783783; 25.525568; 25.511363
06/03/2022, 14:41:07; 1654260067.9380798; 393.1626522541046; 26.207386; 26.193181
06/03/2022, 14:41:18; 1654260078.0218806; 403.2464530467987; 26.875; 26.875
06/03/2022, 14:41:28; 1654260088.1042821; 413.32885456085205; 27.542614; 27.528409
06/03/2022, 14:41:38; 1654260098.187056; 423.41162848472595; 28.224432; 28.210227
06/03/2022, 14:41:48; 1654260108.2688694; 433.49344182014465; 28.892045; 28.87784
06/03/2022, 14:41:58; 1654260118.3495986; 443.5741710662842; 29.559659; 29.559659
06/03/2022, 14:42:08; 1654260128.4340289; 453.6586012840271; 30.241477; 30.227272
06/03/2022, 14:42:18; 1654260138.5141966; 463.73876905441284; 30.909091; 30.90909
06/03/2022, 14:42:28; 1654260148.5993023; 473.82387471199036; 31.576705; 31.576704
06/03/2022, 14:42:38; 1654260158.683418; 483.90799045562744; 32.258523; 32.258522
06/03/2022, 14:42:48; 1654260168.7633018; 493.9878742694855; 32.926136; 32.926136
06/03/2022, 14:42:58; 1654260178.8460596; 504.070631980896; 33.59375; 33.59375
06/03/2022, 14:43:08; 1654260188.925784; 514.1503565311432; 34.275568; 34.261363
06/03/2022, 14:43:19; 1654260199.008993; 524.2335653305054; 34.943182; 34.94318
06/03/2022, 14:43:29; 1654260209.091221; 534.3157935142517; 35.610795; 35.596591
06/03/2022, 14:43:39; 1654260219.172883; 544.3974554538727; 36.292614; 36.292613
06/03/2022, 14:43:49; 1654260229.25374; 554.4783124923706; 36.960227; 36.960227
06/03/2022, 14:43:59; 1654260239.332574; 564.5571463108063; 37.627841; 37.613636
06/03/2022, 14:44:09; 1654260249.412317; 574.6368894577026; 38.295455; 38.267044
06/03/2022, 14:44:19; 1654260259.4935014; 584.7180738449097; 38.977273; 38.963069
06/03/2022, 14:44:29; 1654260269.5763736; 594.8009459972382; 39.644886; 39.644886
06/03/2022, 14:44:39; 1654260279.6562316; 604.8808040618896; 40.3125; 40.3125
06/03/2022, 14:44:49; 1654260289.737783; 614.9623553752899; 40.994318; 40.994319
06/03/2022, 14:44:59; 1654260299.8233101; 625.0478825569153; 41.661932; 41.647727
06/03/2022, 14:45:09; 1654260309.9044182; 635.128990650177; 42.329545; 42.315341
06/03/2022, 14:45:19; 1654260319.9840505; 645.2086229324341; 43.011364; 42.997158
06/03/2022, 14:45:30; 1654260330.066351; 655.2909233570099; 43.678977; 43.664772
06/03/2022, 14:45:40; 1654260340.1497762; 665.3743486404419; 44.346591; 44.346591
06/03/2022, 14:45:50; 1654260350.231552; 675.4561243057251; 45.028409; 45.028408
06/03/2022, 14:46:00; 1654260360.312779; 685.5373513698578; 45.696023; 45.681819
06/03/2022, 14:46:10; 1654260370.3926098; 695.6171822547913; 46.363636; 46.34943
06/03/2022, 14:46:20; 1654260380.4761407; 705.7007131576538; 47.045455; 47.045455
06/03/2022, 14:46:30; 1654260390.556727; 715.7812993526459; 47.713068; 47.713069
06/03/2022, 14:46:40; 1654260400.6372414; 725.8618137836456; 48.380682; 48.366477
06/03/2022, 14:46:50; 1654260410.7192678; 735.943840265274; 49.0625; 49.0625
06/03/2022, 14:47:00; 1654260420.8017108; 746.0262832641602; 49.730114; 49.715908
06/03/2022, 14:47:10; 1654260430.8833816; 756.1079540252686; 50.397727; 50.383522
06/03/2022, 14:47:20; 1654260440.9656913; 766.190263748169; 51.065341; 51.051136
06/03/2022, 14:47:31; 1654260451.0497565; 776.2743289470673; 51.747159; 51.747158
06/03/2022, 14:47:41; 1654260461.1313605; 786.3559329509735; 52.414773; 52.400569
06/03/2022, 14:47:51; 1654260471.2167623; 796.4413347244263; 53.082386; 53.06818
06/03/2022, 14:48:01; 1654260481.2953467; 806.5199191570282; 53.764205; 53.764205
06/03/2022, 14:48:11; 1654260491.3758328; 816.600405216217; 54.431818; 54.431819
06/03/2022, 14:48:21; 1654260501.457598; 826.6821703910828; 55.099432; 55.085227
06/03/2022, 14:48:31; 1654260511.5403163; 836.7648887634277; 55.78125; 55.767044
06/03/2022, 14:48:41; 1654260521.6197836; 846.8443560600281; 56.448864; 56.434658
06/03/2022, 14:48:51; 1654260531.7019794; 856.9265518188477; 57.116477; 57.102272
06/03/2022, 14:49:01; 1654260541.781938; 867.0065104961395; 57.798295; 57.798294
06/03/2022, 14:49:11; 1654260551.8664367; 877.0910091400146; 58.465909; 58.465908
06/03/2022, 14:49:21; 1654260561.9488118; 887.1733841896057; 59.133523; 59.119319
06/03/2022, 14:49:32; 1654260572.0324717; 897.2570440769196; 59.815341; 59.801136
06/03/2022, 14:49:42; 1654260582.1151161; 907.339688539505; 60.482955; 60.482955
06/03/2022, 14:49:52; 1654260592.1962771; 917.4208495616913; 61.150568; 61.150569
06/03/2022, 14:50:02; 1654260602.2803655; 927.5049378871918; 61.832386; 61.81818
06/03/2022, 14:50:12; 1654260612.3617609; 937.5863332748413; 62.5; 62.5
06/03/2022, 14:50:22; 1654260622.4427252; 947.6672976016998; 63.167614; 63.153408
06/03/2022, 14:50:32; 1654260632.5271108; 957.7516832351685; 63.849432; 63.835227
06/03/2022, 14:50:42; 1654260642.610213; 967.8347854614258; 64.517045; 64.502838
06/03/2022, 14:50:52; 1654260652.689457; 977.9140293598175; 65.184659; 65.170455
06/03/2022, 14:51:02; 1654260662.7751212; 987.9996936321259; 65.866477; 65.852272
06/03/2022, 14:51:12; 1654260672.85793; 998.0825023651123; 66.534091; 66.519889
06/03/2022, 14:51:22; 1654260682.939581; 1008.1641533374786; 67.201705; 67.215911
06/03/2022, 14:51:33; 1654260693.0251472; 1018.249719619751; 67.869318; 67.869316
06/03/2022, 14:51:43; 1654260703.104418; 1028.3289904594421; 68.551136; 68.536933
06/03/2022, 14:51:53; 1654260713.1884577; 1038.4130301475525; 69.21875; 69.21875
06/03/2022, 14:52:03; 1654260723.2701309; 1048.4947032928467; 69.886364; 69.88636
06/03/2022, 14:52:13; 1654260733.3551674; 1058.5797398090363; 70.568182; 70.568183
06/03/2022, 14:52:23; 1654260743.4364617; 1068.6610341072083; 71.235795; 71.221588
06/03/2022, 14:52:33; 1654260753.5192337; 1078.7438061237335; 71.903409; 71.889205
06/03/2022, 14:52:43; 1654260763.603468; 1088.8280403614044; 72.585227; 72.571022
06/03/2022, 14:52:53; 1654260773.688546; 1098.9131183624268; 73.252841; 73.238639
06/03/2022, 14:53:03; 1654260783.772521; 1108.9970934391022; 73.920455; 73.920455
06/03/2022, 14:53:13; 1654260793.8553386; 1119.079910993576; 74.602273; 74.602272
06/03/2022, 14:53:23; 1654260803.934729; 1129.159301519394; 75.269886; 75.255683
06/03/2022, 14:53:34; 1654260814.018157; 1139.2427294254303; 75.9375; 75.9375
06/03/2022, 14:53:44; 1654260824.0987556; 1149.3233280181885; 76.619318; 76.619316
06/03/2022, 14:53:54; 1654260834.1793766; 1159.403949022293; 77.286932; 77.272727
06/03/2022, 14:54:04; 1654260844.25942; 1169.4839923381805; 77.954545; 77.926139
06/03/2022, 14:54:14; 1654260854.339265; 1179.5638375282288; 78.636364; 78.63636
06/03/2022, 14:54:24; 1654260864.4239104; 1189.64848279953; 79.303977; 79.289772
06/03/2022, 14:54:34; 1654260874.505339; 1199.729911327362; 79.971591; 79.957389
06/03/2022, 14:54:44; 1654260884.589766; 1209.8143384456635; 80.653409; 80.639205
06/03/2022, 14:54:54; 1654260894.6724844; 1219.8970568180084; 81.321023; 81.321022
06/03/2022, 14:55:04; 1654260904.7515812; 1229.9761536121368; 81.988636; 81.988639
06/03/2022, 14:55:14; 1654260914.8314254; 1240.0559978485107; 82.65625; 82.65625
06/03/2022, 14:55:24; 1654260924.912437; 1250.137009382248; 83.338068; 83.338066
06/03/2022, 14:55:34; 1654260934.9937239; 1260.218296289444; 84.005682; 83.991477
06/03/2022, 14:55:45; 1654260945.0814776; 1270.3060500621796; 84.673295; 84.659088
06/03/2022, 14:55:55; 1654260955.1617312; 1280.3863036632538; 85.355114; 85.340911
06/03/2022, 14:56:05; 1654260965.2428563; 1290.4674286842346; 86.022727; 86.008522
06/03/2022, 14:56:15; 1654260975.329051; 1300.5536234378815; 86.690341; 86.690338
06/03/2022, 14:56:25; 1654260985.4110756; 1310.6356480121613; 87.372159; 87.372161
06/03/2022, 14:56:35; 1654260995.4914057; 1320.7159781455994; 88.039773; 88.039772
06/03/2022, 14:56:45; 1654261005.5739527; 1330.798525094986; 88.707386; 88.707389
06/03/2022, 14:56:55; 1654261015.6570215; 1340.8815939426422; 89.389205; 89.389205
06/03/2022, 14:57:05; 1654261025.7373767; 1350.9619491100311; 90.056818; 90.056816
06/03/2022, 14:57:15; 1654261035.8165796; 1361.0411520004272; 90.724432; 90.724433
06/03/2022, 14:57:25; 1654261045.8982189; 1371.1227912902832; 91.40625; 91.40625
06/03/2022, 14:57:35; 1654261055.9788895; 1381.2034618854523; 92.073864; 92.059661
06/03/2022, 14:57:46; 1654261066.0606277; 1391.2852001190186; 92.741477; 92.727272
06/03/2022, 14:57:56; 1654261076.1402535; 1401.364825963974; 93.423295; 93.409088
06/03/2022, 14:58:06; 1654261086.2247398; 1411.449312210083; 94.090909; 94.090911
06/03/2022, 14:58:16; 1654261096.3054812; 1421.53005361557; 94.758523; 94.744316
