Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;19,7;°C;03.06.22 8:13:26,5;0:01:00,4;03.06.22 8:13:31,0;19,8;°C;19,6950617283951;°C;03.06.22 8:13:48,1;19,6;°C;Interval;03.06.22 8:14:26,9
2;19,7;°C;03.06.22 8:14:26,9;0:00:59,6;03.06.22 8:14:26,9;19,7;°C;19,63125;°C;03.06.22 8:14:28,3;19,6;°C;Interval;03.06.22 8:15:26,5
3;19,7;°C;03.06.22 8:15:26,5;0:01:00,1;03.06.22 8:15:26,5;19,7;°C;19,5527950310559;°C;03.06.22 8:15:46,7;19,5;°C;Interval;03.06.22 8:16:26,7
4;19,6;°C;03.06.22 8:16:26,7;0:01:00,0;03.06.22 8:16:48,2;19,7;°C;19,6068322981366;°C;03.06.22 8:16:26,7;19,6;°C;Interval;03.06.22 8:17:26,6
5;19,7;°C;03.06.22 8:17:26,6;0:01:00,1;03.06.22 8:18:17,5;19,8;°C;19,6993788819876;°C;03.06.22 8:17:27,8;19,6;°C;Interval;03.06.22 8:18:26,7
6;19,7;°C;03.06.22 8:18:26,7;0:01:00,0;03.06.22 8:18:26,7;19,7;°C;19,65875;°C;03.06.22 8:18:50,7;19,6;°C;Interval;03.06.22 8:19:26,8
7;19,7;°C;03.06.22 8:19:26,8;0:01:00,1;03.06.22 8:19:26,8;19,7;°C;19,680625;°C;03.06.22 8:19:27,6;19,6;°C;Interval;03.06.22 8:20:26,9
8;19,7;°C;03.06.22 8:20:26,9;0:00:59,7;03.06.22 8:20:46,4;19,8;°C;19,7006289308176;°C;03.06.22 8:21:13,7;19,6;°C;Interval;03.06.22 8:21:26,6
9;19,7;°C;03.06.22 8:21:26,6;0:01:00,0;03.06.22 8:21:26,6;19,7;°C;19,675;°C;03.06.22 8:21:29,2;19,6;°C;Interval;03.06.22 8:22:26,6
10;19,7;°C;03.06.22 8:22:26,6;0:01:00,0;03.06.22 8:22:37,0;19,8;°C;19,720625;°C;03.06.22 8:22:26,6;19,7;°C;Interval;03.06.22 8:23:26,6
11;19,7;°C;03.06.22 8:23:26,6;0:01:00,2;03.06.22 8:23:27,7;19,8;°C;19,7825;°C;03.06.22 8:23:26,6;19,7;°C;Interval;03.06.22 8:24:26,8
12;19,7;°C;03.06.22 8:24:26,8;0:01:00,0;03.06.22 8:24:28,6;19,8;°C;19,7375;°C;03.06.22 8:24:26,8;19,7;°C;Interval;03.06.22 8:25:26,8
13;19,8;°C;03.06.22 8:25:26,8;0:01:00,2;03.06.22 8:25:56,7;19,9;°C;19,7925465838509;°C;03.06.22 8:25:30,5;19,7;°C;Interval;03.06.22 8:26:26,9
14;19,7;°C;03.06.22 8:26:26,9;0:00:59,7;03.06.22 8:26:27,6;19,8;°C;19,795625;°C;03.06.22 8:26:26,9;19,7;°C;Interval;03.06.22 8:27:26,6
15;19,8;°C;03.06.22 8:27:26,6;0:01:00,1;03.06.22 8:27:27,0;19,9;°C;19,7919254658385;°C;03.06.22 8:27:46,0;19,7;°C;Interval;03.06.22 8:28:26,7
16;19,8;°C;03.06.22 8:28:26,7;0:01:00,0;03.06.22 8:28:56,9;19,9;°C;19,8111801242236;°C;03.06.22 8:28:26,7;19,8;°C;Interval;03.06.22 8:29:26,7
17;19,8;°C;03.06.22 8:29:26,7;0:01:00,1;03.06.22 8:29:27,2;19,9;°C;19,8031055900621;°C;03.06.22 8:30:20,4;19,7;°C;Interval;03.06.22 8:30:26,8
