Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;21,7;°C;18.05.22 8:26:59,0;0:01:00,4;18.05.22 8:26:59,0;21,7;°C;21,5753086419753;°C;18.05.22 8:27:56,4;21,4;°C;Interval;18.05.22 8:27:59,4
2;21,5;°C;18.05.22 8:27:59,4;0:00:59,7;18.05.22 8:27:59,4;21,5;°C;21,39;°C;18.05.22 8:28:21,4;21,3;°C;Interval;18.05.22 8:28:59,1
3;21,4;°C;18.05.22 8:28:59,1;0:01:00,1;18.05.22 8:29:06,2;21,5;°C;21,3993788819876;°C;18.05.22 8:29:50,6;21,3;°C;Interval;18.05.22 8:29:59,2
4;21,4;°C;18.05.22 8:29:59,2;0:01:00,0;18.05.22 8:29:59,2;21,4;°C;21,3708074534162;°C;18.05.22 8:30:08,8;21,3;°C;Interval;18.05.22 8:30:59,2
5;21,3;°C;18.05.22 8:30:59,2;0:00:59,8;18.05.22 8:30:59,7;21,4;°C;21,375625;°C;18.05.22 8:30:59,2;21,3;°C;Interval;18.05.22 8:31:59,0
6;21,4;°C;18.05.22 8:31:59,0;0:01:00,3;18.05.22 8:31:59,0;21,4;°C;21,3596273291925;°C;18.05.22 8:32:00,2;21,3;°C;Interval;18.05.22 8:32:59,3
7;21,4;°C;18.05.22 8:32:59,3;0:00:59,7;18.05.22 8:33:40,4;21,5;°C;21,3987421383648;°C;18.05.22 8:33:14,8;21,3;°C;Interval;18.05.22 8:33:59,1
8;21,4;°C;18.05.22 8:33:59,1;0:01:00,1;18.05.22 8:33:59,1;21,4;°C;21,36875;°C;18.05.22 8:34:01,0;21,3;°C;Interval;18.05.22 8:34:59,2
9;21,4;°C;18.05.22 8:34:59,2;0:01:00,0;18.05.22 8:34:59,2;21,4;°C;21,385625;°C;18.05.22 8:35:11,9;21,3;°C;Interval;18.05.22 8:35:59,2
10;21,4;°C;18.05.22 8:35:59,2;0:01:00,0;18.05.22 8:35:59,2;21,4;°C;21,330625;°C;18.05.22 8:36:00,7;21,3;°C;Interval;18.05.22 8:36:59,2
11;21,3;°C;18.05.22 8:36:59,2;0:01:00,1;18.05.22 8:36:59,7;21,4;°C;21,3525;°C;18.05.22 8:36:59,2;21,3;°C;Interval;18.05.22 8:37:59,3
12;21,3;°C;18.05.22 8:37:59,3;0:00:59,7;18.05.22 8:38:00,0;21,4;°C;21,3358490566038;°C;18.05.22 8:37:59,3;21,3;°C;Interval;18.05.22 8:38:59,0
13;21,3;°C;18.05.22 8:38:59,0;0:01:00,0;18.05.22 8:39:03,1;21,4;°C;21,32375;°C;18.05.22 8:38:59,0;21,3;°C;Interval;18.05.22 8:39:59,1
14;21,3;°C;18.05.22 8:39:59,1;0:01:00,0;18.05.22 8:39:59,9;21,4;°C;21,3525;°C;18.05.22 8:39:59,1;21,3;°C;Interval;18.05.22 8:40:59,1
15;21,3;°C;18.05.22 8:40:59,1;0:01:00,1;18.05.22 8:41:01,0;21,4;°C;21,33375;°C;18.05.22 8:40:59,1;21,3;°C;Interval;18.05.22 8:41:59,2
16;21,3;°C;18.05.22 8:41:59,2;0:01:00,0;18.05.22 8:41:59,9;21,4;°C;21,33375;°C;18.05.22 8:41:59,2;21,3;°C;Interval;18.05.22 8:42:59,2
17;21,3;°C;18.05.22 8:42:59,2;0:01:00,0;18.05.22 8:43:00,0;21,4;°C;21,355;°C;18.05.22 8:42:59,2;21,3;°C;Interval;18.05.22 8:43:59,3
18;21,4;°C;18.05.22 8:43:59,3;0:01:00,2;18.05.22 8:43:59,3;21,4;°C;21,35375;°C;18.05.22 8:44:00,0;21,3;°C;Interval;18.05.22 8:44:59,4
19;21,3;°C;18.05.22 8:44:59,4;0:00:59,7;18.05.22 8:45:00,5;21,4;°C;21,3352201257862;°C;18.05.22 8:44:59,4;21,3;°C;Interval;18.05.22 8:45:59,1
20;21,4;°C;18.05.22 8:45:59,1;0:01:00,0;18.05.22 8:45:59,1;21,4;°C;21,345625;°C;18.05.22 8:45:59,4;21,3;°C;Interval;18.05.22 8:46:59,1
21;21,4;°C;18.05.22 8:46:59,1;0:01:00,0;18.05.22 8:46:59,1;21,4;°C;21,37875;°C;18.05.22 8:47:04,0;21,3;°C;Interval;18.05.22 8:47:59,1
22;21,3;°C;18.05.22 8:47:59,1;0:01:00,1;18.05.22 8:47:59,9;21,4;°C;21,366875;°C;18.05.22 8:47:59,1;21,3;°C;Interval;18.05.22 8:48:59,2
23;21,3;°C;18.05.22 8:48:59,2;0:01:00,0;18.05.22 8:49:02,6;21,4;°C;21,3325;°C;18.05.22 8:48:59,2;21,3;°C;Interval;18.05.22 8:49:59,3
24;21,4;°C;18.05.22 8:49:59,3;0:01:00,1;18.05.22 8:49:59,3;21,4;°C;21,346875;°C;18.05.22 8:50:00,4;21,3;°C;Interval;18.05.22 8:50:59,3
25;21,4;°C;18.05.22 8:50:59,3;0:01:00,2;18.05.22 8:50:59,3;21,4;°C;21,375;°C;18.05.22 8:51:01,6;21,3;°C;Interval;18.05.22 8:51:59,5
