FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.8362,V DC,24/10/2022 12:28:16.9,0:00:00.4,24/10/2022 12:28:17.1,4.8364,V DC,4.8363,V DC,24/10/2022 12:28:16.9,4.8362,V DC,Interval,24/10/2022 12:28:17.3
2,4.8363,V DC,24/10/2022 12:28:17.3,0:00:01.0,24/10/2022 12:28:17.4,4.8364,V DC,4.83636,V DC,24/10/2022 12:28:17.3,4.8363,V DC,Interval,24/10/2022 12:28:18.3
3,4.8364,V DC,24/10/2022 12:28:18.3,0:00:01.0,24/10/2022 12:28:18.3,4.8364,V DC,4.83637,V DC,24/10/2022 12:28:19.0,4.8363,V DC,Interval,24/10/2022 12:28:19.3
4,4.8363,V DC,24/10/2022 12:28:19.3,0:00:01.0,24/10/2022 12:28:19.3,4.8363,V DC,4.83607,V DC,24/10/2022 12:28:20.1,4.8359,V DC,Interval,24/10/2022 12:28:20.3
5,4.836,V DC,24/10/2022 12:28:20.3,0:00:01.0,24/10/2022 12:28:20.5,4.8361,V DC,4.83606,V DC,24/10/2022 12:28:20.3,4.836,V DC,Interval,24/10/2022 12:28:21.3
6,4.836,V DC,24/10/2022 12:28:21.3,0:00:01.0,24/10/2022 12:28:22.1,4.8363,V DC,4.83613,V DC,24/10/2022 12:28:21.3,4.836,V DC,Interval,24/10/2022 12:28:22.3
7,4.8363,V DC,24/10/2022 12:28:22.3,0:00:01.0,24/10/2022 12:28:22.3,4.8363,V DC,4.8363,V DC,24/10/2022 12:28:22.3,4.8363,V DC,Interval,24/10/2022 12:28:23.3
8,4.8363,V DC,24/10/2022 12:28:23.3,0:00:01.0,24/10/2022 12:28:23.5,4.8364,V DC,4.83632,V DC,24/10/2022 12:28:23.3,4.8363,V DC,Interval,24/10/2022 12:28:24.3
9,4.8363,V DC,24/10/2022 12:28:24.3,0:00:01.0,24/10/2022 12:28:25.0,4.8364,V DC,4.83632,V DC,24/10/2022 12:28:24.3,4.8363,V DC,Interval,24/10/2022 12:28:25.3
10,4.8364,V DC,24/10/2022 12:28:25.3,0:00:01.0,24/10/2022 12:28:25.9,4.8365,V DC,4.83643,V DC,24/10/2022 12:28:25.3,4.8364,V DC,Interval,24/10/2022 12:28:26.3
11,4.8365,V DC,24/10/2022 12:28:26.3,0:00:01.0,24/10/2022 12:28:26.3,4.8365,V DC,4.8365,V DC,24/10/2022 12:28:26.3,4.8365,V DC,Interval,24/10/2022 12:28:27.4
12,4.8366,V DC,24/10/2022 12:28:27.4,0:00:01.0,24/10/2022 12:28:27.4,4.8366,V DC,4.83658,V DC,24/10/2022 12:28:28.1,4.8365,V DC,Interval,24/10/2022 12:28:28.4
13,4.8366,V DC,24/10/2022 12:28:28.4,0:00:01.1,24/10/2022 12:28:28.4,4.8366,V DC,4.83658571428572,V DC,24/10/2022 12:28:29.0,4.8365,V DC,Interval,24/10/2022 12:28:29.5
