FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007615,A AC,24/10/2022 12:20:41.0,0:00:00.3,24/10/2022 12:20:41.1,0.007618,A AC,0.00761533333333333,A AC,24/10/2022 12:20:41.2,0.007613,A AC,Interval,24/10/2022 12:20:41.3
2,0.007609,A AC,24/10/2022 12:20:41.3,0:00:00.9,24/10/2022 12:20:42.2,0.007673,A AC,0.00764044444444444,A AC,24/10/2022 12:20:41.3,0.007609,A AC,Interval,24/10/2022 12:20:42.3
3,0.007676,A AC,24/10/2022 12:20:42.3,0:00:01.0,24/10/2022 12:20:42.3,0.007676,A AC,0.0076326,A AC,24/10/2022 12:20:43.2,0.007569,A AC,Interval,24/10/2022 12:20:43.3
4,0.007552,A AC,24/10/2022 12:20:43.3,0:00:01.0,24/10/2022 12:20:44.2,0.00756,A AC,0.0075413,A AC,24/10/2022 12:20:43.6,0.007512,A AC,Interval,24/10/2022 12:20:44.3
5,0.007575,A AC,24/10/2022 12:20:44.3,0:00:01.0,24/10/2022 12:20:45.0,0.007645,A AC,0.0076188,A AC,24/10/2022 12:20:44.3,0.007575,A AC,Interval,24/10/2022 12:20:45.3
6,0.007645,A AC,24/10/2022 12:20:45.3,0:00:01.0,24/10/2022 12:20:46.1,0.007651,A AC,0.0076458,A AC,24/10/2022 12:20:46.2,0.007641,A AC,Interval,24/10/2022 12:20:46.3
7,0.007619,A AC,24/10/2022 12:20:46.3,0:00:01.0,24/10/2022 12:20:46.3,0.007619,A AC,0.0075457,A AC,24/10/2022 12:20:47.2,0.00748,A AC,Interval,24/10/2022 12:20:47.3
8,0.007464,A AC,24/10/2022 12:20:47.3,0:00:01.0,24/10/2022 12:20:48.2,0.00753,A AC,0.0074835,A AC,24/10/2022 12:20:47.6,0.007439,A AC,Interval,24/10/2022 12:20:48.3
9,0.007552,A AC,24/10/2022 12:20:48.3,0:00:01.0,24/10/2022 12:20:49.2,0.007624,A AC,0.0075938,A AC,24/10/2022 12:20:48.3,0.007552,A AC,Interval,24/10/2022 12:20:49.3
10,0.007631,A AC,24/10/2022 12:20:49.3,0:00:01.0,24/10/2022 12:20:49.6,0.007675,A AC,0.0076351,A AC,24/10/2022 12:20:50.2,0.007581,A AC,Interval,24/10/2022 12:20:50.3
11,0.007559,A AC,24/10/2022 12:20:50.3,0:00:01.0,24/10/2022 12:20:50.3,0.007559,A AC,0.0075007,A AC,24/10/2022 12:20:51.2,0.00745,A AC,Interval,24/10/2022 12:20:51.3
12,0.007451,A AC,24/10/2022 12:20:51.3,0:00:01.0,24/10/2022 12:20:52.2,0.007573,A AC,0.0074982,A AC,24/10/2022 12:20:51.5,0.007436,A AC,Interval,24/10/2022 12:20:52.3
13,0.007581,A AC,24/10/2022 12:20:52.3,0:00:01.0,24/10/2022 12:20:53.2,0.007642,A AC,0.0076072,A AC,24/10/2022 12:20:52.3,0.007581,A AC,Interval,24/10/2022 12:20:53.3
14,0.007651,A AC,24/10/2022 12:20:53.3,0:00:01.0,24/10/2022 12:20:53.5,0.007661,A AC,0.0076199,A AC,24/10/2022 12:20:54.2,0.00755,A AC,Interval,24/10/2022 12:20:54.3
15,0.007539,A AC,24/10/2022 12:20:54.3,0:00:01.0,24/10/2022 12:20:54.3,0.007539,A AC,0.0074878,A AC,24/10/2022 12:20:55.0,0.007455,A AC,Interval,24/10/2022 12:20:55.3
