Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;21,7;°C;09.03.22 11:18:07,6;0:01:00,4;09.03.22 11:18:44,6;21,8;°C;21,6438271604938;°C;09.03.22 11:18:15,8;21,5;°C;Interval;09.03.22 11:19:08,0
2;21,6;°C;09.03.22 11:19:08,0;0:00:59,6;09.03.22 11:19:09,5;21,7;°C;21,623125;°C;09.03.22 11:19:08,0;21,6;°C;Interval;09.03.22 11:20:07,7
3;21,6;°C;09.03.22 11:20:07,7;0:01:00,1;09.03.22 11:20:08,0;21,7;°C;21,5894409937888;°C;09.03.22 11:20:30,1;21,5;°C;Interval;09.03.22 11:21:07,8
4;21,6;°C;09.03.22 11:21:07,8;0:01:00,0;09.03.22 11:21:30,8;21,7;°C;21,6006211180124;°C;09.03.22 11:21:08,1;21,5;°C;Interval;09.03.22 11:22:07,8
5;21,6;°C;09.03.22 11:22:07,8;0:01:00,1;09.03.22 11:22:44,7;21,7;°C;21,6037267080745;°C;09.03.22 11:22:07,8;21,6;°C;Interval;09.03.22 11:23:07,9
6;21,6;°C;09.03.22 11:23:07,9;0:01:00,1;09.03.22 11:23:32,1;21,8;°C;21,6689440993789;°C;09.03.22 11:23:07,9;21,6;°C;Interval;09.03.22 11:24:08,0
7;21,6;°C;09.03.22 11:24:08,0;0:00:59,9;09.03.22 11:24:18,0;21,8;°C;21,6552795031056;°C;09.03.22 11:24:08,0;21,6;°C;Interval;09.03.22 11:25:07,9
8;21,6;°C;09.03.22 11:25:07,9;0:00:59,8;09.03.22 11:25:15,1;21,7;°C;21,641875;°C;09.03.22 11:25:07,9;21,6;°C;Interval;09.03.22 11:26:07,7
9;21,6;°C;09.03.22 11:26:07,7;0:01:00,0;09.03.22 11:27:00,3;21,8;°C;21,6751552795031;°C;09.03.22 11:26:07,7;21,6;°C;Interval;09.03.22 11:27:07,7
10;21,8;°C;09.03.22 11:27:07,7;0:01:00,1;09.03.22 11:27:07,7;21,8;°C;21,6937888198758;°C;09.03.22 11:27:33,4;21,6;°C;Interval;09.03.22 11:28:07,8
11;21,7;°C;09.03.22 11:28:07,8;0:01:00,1;09.03.22 11:28:15,6;21,8;°C;21,7136645962733;°C;09.03.22 11:28:07,8;21,7;°C;Interval;09.03.22 11:29:07,9
12;21,8;°C;09.03.22 11:29:07,9;0:01:00,0;09.03.22 11:29:07,9;21,8;°C;21,7111801242236;°C;09.03.22 11:29:08,2;21,7;°C;Interval;09.03.22 11:30:07,9
13;21,7;°C;09.03.22 11:30:07,9;0:00:59,8;09.03.22 11:30:08,3;21,8;°C;21,7025;°C;09.03.22 11:31:03,8;21,6;°C;Interval;09.03.22 11:31:07,7
14;21,7;°C;09.03.22 11:31:07,7;0:01:00,4;09.03.22 11:31:28,9;21,8;°C;21,6993827160494;°C;09.03.22 11:31:08,0;21,6;°C;Interval;09.03.22 11:32:08,1
15;21,7;°C;09.03.22 11:32:08,1;0:00:59,7;09.03.22 11:32:08,1;21,7;°C;21,635625;°C;09.03.22 11:32:19,3;21,5;°C;Interval;09.03.22 11:33:07,7
16;21,6;°C;09.03.22 11:33:07,7;0:01:00,1;09.03.22 11:33:13,3;21,7;°C;21,6049689440994;°C;09.03.22 11:33:07,7;21,6;°C;Interval;09.03.22 11:34:07,8
17;21,6;°C;09.03.22 11:34:07,8;0:01:00,0;09.03.22 11:34:11,2;21,7;°C;21,6422360248447;°C;09.03.22 11:34:07,8;21,6;°C;Interval;09.03.22 11:35:07,9
18;21,7;°C;09.03.22 11:35:07,9;0:01:00,1;09.03.22 11:35:07,9;21,7;°C;21,6111801242236;°C;09.03.22 11:35:09,0;21,6;°C;Interval;09.03.22 11:36:08,0
19;21,5;°C;09.03.22 11:36:08,0;0:01:00,1;09.03.22 11:36:27,8;21,7;°C;21,6242236024845;°C;09.03.22 11:36:08,0;21,5;°C;Interval;09.03.22 11:37:08,1
20;21,7;°C;09.03.22 11:37:08,1;0:00:59,6;09.03.22 11:37:08,1;21,7;°C;21,596875;°C;09.03.22 11:37:42,0;21,5;°C;Interval;09.03.22 11:38:07,7
21;21,6;°C;09.03.22 11:38:07,7;0:01:00,1;09.03.22 11:38:52,1;21,7;°C;21,6062111801242;°C;09.03.22 11:38:07,7;21,6;°C;Interval;09.03.22 11:39:07,8
22;21,7;°C;09.03.22 11:39:07,8;0:01:00,0;09.03.22 11:39:07,8;21,7;°C;21,6273291925466;°C;09.03.22 11:39:08,1;21,6;°C;Interval;09.03.22 11:40:07,8
