timestamp,uptimeInS,bootCount,lastResetCause,templ4cuInDeciC,sunSensorsIsPowerOn,sunSensorsNum0fOvercurrentChecks,sunSensorsNum0fOvercurrentsDetected,gpsIsPowerOn,gpsNum0fOvercurrentChecks,gpsNum0fOvercurrentsDetected,extTempAndMagneticSensorsIsPowerOn,extTempAndMagneticSensorsNum0fOvercurrentChecks,extTempAndMagneticSensorsNum0fOvercurrentsDetected,mtqVoltageMV,mtqCurrentMA,sunSensorsCurrenthiA,gpsCurrentMA,extTempAndMagneticSensorsTempMA,solarPanelTempl,solarPanelTemp2,solarPanelTemp3,solarPanelTemp4,solarPanelTemp5,solarPanelTemp6,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,
978312169,2000,954,71434240,322,1,40005,0,1,40005,0,1,40005,0,0.000000,0.181274,4.249878,0.261841,0.206451,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312174,2005,954,71434240,320,1,40107,0,1,40107,0,1,40107,0,0.503540,0.161133,4.149170,0.251770,0.221558,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312179,2010,954,71434240,320,1,40209,0,1,40209,0,1,40209,0,0.100708,0.120850,4.159241,0.251770,0.191345,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312184,2015,954,71434240,322,1,40311,0,1,40311,0,1,40311,0,0.000000,0.201416,4.189453,0.251770,0.216522,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312189,2020,954,71434240,321,1,40413,0,1,40413,0,1,40413,0,0.000000,0.140991,7.532959,0.261841,0.196381,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312194,2025,954,71434240,320,1,40515,0,1,40515,0,1,40515,0,0.503540,0.181274,4.118958,0.251770,0.201416,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312199,2030,954,71434240,320,1,40617,0,1,40617,0,1,40617,0,0.000000,0.201416,4.139099,0.261841,0.201416,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312204,2035,954,71434240,320,1,40719,0,1,40719,0,1,40719,0,0.000000,0.100708,4.270020,0.241699,0.206451,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312209,2041,954,71434240,321,1,40821,0,1,40821,0,1,40821,0,0.302124,0.140991,4.199524,0.261841,0.206451,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312215,2046,954,71434240,321,1,40923,0,1,40923,0,1,40923,0,0.604248,0.201416,4.118958,0.241699,0.216522,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312220,2051,954,71434240,320,1,41025,0,1,41025,0,1,41025,0,0.000000,0.120850,4.219666,0.211487,0.191345,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312225,2056,954,71434240,322,1,41127,0,1,41127,0,1,41127,0,0.503540,0.100708,4.229736,0.261841,0.216522,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312230,2061,954,71434240,321,1,41229,0,1,41229,0,1,41229,0,0.402832,0.140991,4.199524,0.271912,0.151062,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312235,2066,954,71434240,321,1,41331,0,1,41331,0,1,41331,0,0.604248,0.201416,4.219666,0.201416,0.176239,27.000000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312240,2071,954,71434240,320,1,41433,0,1,41433,0,1,41433,0,0.302124,0.080566,4.249878,0.241699,0.176239,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312245,2076,954,71434240,320,1,41535,0,1,41535,0,1,41535,0,0.503540,0.100708,4.270020,0.271912,0.191345,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312250,2081,954,71434240,320,1,41637,0,1,41637,0,1,41637,0,0.402832,0.161133,4.189453,0.231628,0.120850,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312255,2086,954,71434240,321,1,41739,0,1,41739,0,1,41739,0,0.503540,0.080566,4.159241,0.241699,0.181274,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312260,2092,954,71434240,321,1,41841,0,1,41841,0,1,41841,0,0.503540,0.080566,4.249878,0.261841,0.206451,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312266,2097,954,71434240,321,1,41943,0,1,41943,0,1,41943,0,0.402832,0.080566,7.855225,0.231628,0.146027,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312271,2102,954,71434240,321,1,42045,0,1,42045,0,1,42045,0,0.000000,0.181274,4.229736,0.211487,0.125885,27.500000,26.000000,nan,26.000000,28.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312276,2107,954,71434240,321,1,42147,0,1,42147,0,1,42147,0,0.503540,0.040283,4.259949,0.261841,0.201416,27.500000,26.000000,nan,26.000000,27.500000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312281,2112,954,71434240,320,1,42249,0,1,42249,0,1,42249,0,0.503540,0.100708,4.189453,0.241699,0.140991,27.500000,26.000000,nan,26.000000,27.500000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312286,2117,954,71434240,320,1,42351,0,1,42351,0,1,42351,0,0.503540,0.140991,4.270020,0.251770,0.151062,27.500000,26.000000,nan,26.000000,27.500000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
978312291,2122,954,71434240,321,1,42453,0,1,42453,0,1,42453,0,0.000000,0.181274,4.400940,0.241699,0.130920,27.500000,26.000000,nan,26.000000,27.500000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
