Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;19,4;°C;01.06.22 8:11:37,8;0:01:00,1;01.06.22 8:11:37,8;19,4;°C;19,3124223602484;°C;01.06.22 8:12:27,0;19,2;°C;Interval;01.06.22 8:12:37,9
2;19,3;°C;01.06.22 8:12:37,9;0:01:00,0;01.06.22 8:12:37,9;19,3;°C;19,2186335403727;°C;01.06.22 8:12:38,2;19,2;°C;Interval;01.06.22 8:13:37,9
3;19,2;°C;01.06.22 8:13:37,9;0:01:00,1;01.06.22 8:13:37,9;19,2;°C;19,1913043478261;°C;01.06.22 8:13:45,4;19,1;°C;Interval;01.06.22 8:14:38,0
4;19,2;°C;01.06.22 8:14:38,0;0:01:00,2;01.06.22 8:15:06,8;19,3;°C;19,2024844720497;°C;01.06.22 8:14:38,0;19,2;°C;Interval;01.06.22 8:15:38,1
5;19,3;°C;01.06.22 8:15:38,1;0:00:59,7;01.06.22 8:15:38,1;19,3;°C;19,22;°C;01.06.22 8:15:38,5;19,2;°C;Interval;01.06.22 8:16:37,8
6;19,2;°C;01.06.22 8:16:37,8;0:01:00,1;01.06.22 8:16:43,1;19,3;°C;19,22;°C;01.06.22 8:16:37,8;19,2;°C;Interval;01.06.22 8:17:37,9
7;19,3;°C;01.06.22 8:17:37,9;0:01:00,2;01.06.22 8:17:37,9;19,3;°C;19,24625;°C;01.06.22 8:17:38,3;19,2;°C;Interval;01.06.22 8:18:38,0
8;19,2;°C;01.06.22 8:18:38,0;0:01:00,0;01.06.22 8:19:15,5;19,4;°C;19,294375;°C;01.06.22 8:18:38,0;19,2;°C;Interval;01.06.22 8:19:38,0
9;19,3;°C;01.06.22 8:19:38,0;0:01:00,0;01.06.22 8:19:38,0;19,3;°C;19,298125;°C;01.06.22 8:19:55,2;19,2;°C;Interval;01.06.22 8:20:38,0
10;19,3;°C;01.06.22 8:20:38,0;0:01:00,1;01.06.22 8:21:10,0;19,4;°C;19,30625;°C;01.06.22 8:20:38,0;19,3;°C;Interval;01.06.22 8:21:38,1
11;19,4;°C;01.06.22 8:21:38,1;0:01:00,0;01.06.22 8:21:38,1;19,4;°C;19,3459627329193;°C;01.06.22 8:21:48,9;19,3;°C;Interval;01.06.22 8:22:38,1
12;19,3;°C;01.06.22 8:22:38,1;0:00:59,8;01.06.22 8:22:42,6;19,4;°C;19,306875;°C;01.06.22 8:22:38,1;19,3;°C;Interval;01.06.22 8:23:37,9
13;19,3;°C;01.06.22 8:23:37,9;0:01:00,0;01.06.22 8:23:41,9;19,4;°C;19,3167701863354;°C;01.06.22 8:23:37,9;19,3;°C;Interval;01.06.22 8:24:37,9
14;19,3;°C;01.06.22 8:24:37,9;0:01:00,1;01.06.22 8:24:46,2;19,4;°C;19,3229813664596;°C;01.06.22 8:24:37,9;19,3;°C;Interval;01.06.22 8:25:38,0
15;19,3;°C;01.06.22 8:25:38,0;0:01:00,1;01.06.22 8:25:38,8;19,4;°C;19,3291925465839;°C;01.06.22 8:25:38,0;19,3;°C;Interval;01.06.22 8:26:38,1
16;19,3;°C;01.06.22 8:26:38,1;0:01:00,0;01.06.22 8:26:38,5;19,4;°C;19,326875;°C;01.06.22 8:26:38,1;19,3;°C;Interval;01.06.22 8:27:38,1
17;19,3;°C;01.06.22 8:27:38,1;0:01:00,0;01.06.22 8:27:39,2;19,4;°C;19,330625;°C;01.06.22 8:27:38,1;19,3;°C;Interval;01.06.22 8:28:38,1
18;19,3;°C;01.06.22 8:28:38,1;0:01:00,1;01.06.22 8:28:38,6;19,4;°C;19,36875;°C;01.06.22 8:28:38,1;19,3;°C;Interval;01.06.22 8:29:38,3
19;19,4;°C;01.06.22 8:29:38,3;0:00:59,6;01.06.22 8:29:38,3;19,4;°C;19,3698113207547;°C;01.06.22 8:29:39,7;19,3;°C;Interval;01.06.22 8:30:37,9
20;19,4;°C;01.06.22 8:30:37,9;0:01:00,0;01.06.22 8:30:37,9;19,4;°C;19,393125;°C;01.06.22 8:30:39,7;19,3;°C;Interval;01.06.22 8:31:37,9
21;19,4;°C;01.06.22 8:31:37,9;0:01:00,0;01.06.22 8:31:37,9;19,4;°C;19,398125;°C;01.06.22 8:31:51,7;19,3;°C;Interval;01.06.22 8:32:37,9
22;19,4;°C;01.06.22 8:32:37,9;0:01:00,1;01.06.22 8:32:37,9;19,4;°C;19,398125;°C;01.06.22 8:32:48,8;19,3;°C;Interval;01.06.22 8:33:38,0
23;19,4;°C;01.06.22 8:33:38,0;0:01:00,0;01.06.22 8:33:43,7;19,5;°C;19,400625;°C;01.06.22 8:33:38,0;19,4;°C;Interval;01.06.22 8:34:38,0
24;19,4;°C;01.06.22 8:34:38,0;0:01:00,0;01.06.22 8:34:39,5;19,5;°C;19,40375;°C;01.06.22 8:34:38,0;19,4;°C;Interval;01.06.22 8:35:38,0
25;19,4;°C;01.06.22 8:35:38,0;0:01:00,1;01.06.22 8:36:07,7;19,5;°C;19,401875;°C;01.06.22 8:35:39,1;19,3;°C;Interval;01.06.22 8:36:38,1
26;19,4;°C;01.06.22 8:36:38,1;0:00:59,7;01.06.22 8:36:43,8;19,5;°C;19,4081761006289;°C;01.06.22 8:36:38,1;19,4;°C;Interval;01.06.22 8:37:37,8
27;19,4;°C;01.06.22 8:37:37,8;0:01:00,0;01.06.22 8:37:39,3;19,5;°C;19,429375;°C;01.06.22 8:37:37,8;19,4;°C;Interval;01.06.22 8:38:37,8
28;19,4;°C;01.06.22 8:38:37,8;0:01:00,1;01.06.22 8:38:39,8;19,5;°C;19,43375;°C;01.06.22 8:38:37,8;19,4;°C;Interval;01.06.22 8:39:37,9
29;19,5;°C;01.06.22 8:39:37,9;0:01:00,1;01.06.22 8:39:37,9;19,5;°C;19,424375;°C;01.06.22 8:39:39,0;19,4;°C;Interval;01.06.22 8:40:38,0
30;19,5;°C;01.06.22 8:40:38,0;0:01:00,0;01.06.22 8:40:38,0;19,5;°C;19,465625;°C;01.06.22 8:40:39,5;19,4;°C;Interval;01.06.22 8:41:38,0
31;19,4;°C;01.06.22 8:41:38,0;0:01:00,0;01.06.22 8:41:38,8;19,5;°C;19,475625;°C;01.06.22 8:41:38,0;19,4;°C;Interval;01.06.22 8:42:38,0
32;19,5;°C;01.06.22 8:42:38,0;0:01:00,2;01.06.22 8:42:38,0;19,5;°C;19,47375;°C;01.06.22 8:42:38,8;19,4;°C;Interval;01.06.22 8:43:38,2
33;19,4;°C;01.06.22 8:43:38,2;0:00:59,7;01.06.22 8:43:39,3;19,5;°C;19,4490566037736;°C;01.06.22 8:43:38,2;19,4;°C;Interval;01.06.22 8:44:37,9
34;19,4;°C;01.06.22 8:44:37,9;0:01:00,0;01.06.22 8:44:39,3;19,5;°C;19,44375;°C;01.06.22 8:44:37,9;19,4;°C;Interval;01.06.22 8:45:37,9
35;19,4;°C;01.06.22 8:45:37,9;0:01:00,0;01.06.22 8:45:38,2;19,5;°C;19,465625;°C;01.06.22 8:45:37,9;19,4;°C;Interval;01.06.22 8:46:37,9
36;19,4;°C;01.06.22 8:46:37,9;0:01:00,1;01.06.22 8:46:38,7;19,5;°C;19,475625;°C;01.06.22 8:46:37,9;19,4;°C;Interval;01.06.22 8:47:38,0
37;19,5;°C;01.06.22 8:47:38,0;0:01:00,0;01.06.22 8:47:38,0;19,5;°C;19,490625;°C;01.06.22 8:47:42,9;19,4;°C;Interval;01.06.22 8:48:38,1
38;19,5;°C;01.06.22 8:48:38,1;0:01:00,0;01.06.22 8:48:38,1;19,5;°C;19,48625;°C;01.06.22 8:48:40,3;19,4;°C;Interval;01.06.22 8:49:38,0
39;19,5;°C;01.06.22 8:49:38,0;0:01:00,1;01.06.22 8:49:38,0;19,5;°C;19,493125;°C;01.06.22 8:49:47,8;19,4;°C;Interval;01.06.22 8:50:38,2
40;19,5;°C;01.06.22 8:50:38,2;0:00:59,6;01.06.22 8:50:38,2;19,5;°C;19,496855345912;°C;01.06.22 8:51:07,7;19,4;°C;Interval;01.06.22 8:51:37,8
41;19,5;°C;01.06.22 8:51:37,8;0:01:00,0;01.06.22 8:51:37,8;19,5;°C;19,496875;°C;01.06.22 8:51:40,4;19,4;°C;Interval;01.06.22 8:52:37,8
