FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007527,A AC,24/10/2022 8:54:27.4,0:00:00.2,24/10/2022 8:54:27.5,0.007528,A AC,0.0075275,A AC,24/10/2022 8:54:27.4,0.007527,A AC,Interval,24/10/2022 8:54:27.6
2,0.007543,A AC,24/10/2022 8:54:27.6,0:00:01.0,24/10/2022 8:54:28.0,0.007588,A AC,0.0075692,A AC,24/10/2022 8:54:27.6,0.007543,A AC,Interval,24/10/2022 8:54:28.6
3,0.007537,A AC,24/10/2022 8:54:28.6,0:00:01.0,24/10/2022 8:54:28.6,0.007537,A AC,0.0074822,A AC,24/10/2022 8:54:29.5,0.007457,A AC,Interval,24/10/2022 8:54:29.6
4,0.007458,A AC,24/10/2022 8:54:29.6,0:00:01.0,24/10/2022 8:54:30.5,0.007549,A AC,0.0074847,A AC,24/10/2022 8:54:29.8,0.007448,A AC,Interval,24/10/2022 8:54:30.6
5,0.007562,A AC,24/10/2022 8:54:30.6,0:00:01.0,24/10/2022 8:54:31.2,0.007622,A AC,0.0075865,A AC,24/10/2022 8:54:30.6,0.007562,A AC,Interval,24/10/2022 8:54:31.6
6,0.007586,A AC,24/10/2022 8:54:31.6,0:00:01.0,24/10/2022 8:54:31.9,0.007604,A AC,0.0075818,A AC,24/10/2022 8:54:32.5,0.007526,A AC,Interval,24/10/2022 8:54:32.6
7,0.007505,A AC,24/10/2022 8:54:32.6,0:00:01.0,24/10/2022 8:54:32.6,0.007505,A AC,0.0074893,A AC,24/10/2022 8:54:33.1,0.007478,A AC,Interval,24/10/2022 8:54:33.6
8,0.007475,A AC,24/10/2022 8:54:33.6,0:00:01.0,24/10/2022 8:54:34.5,0.007558,A AC,0.0075169,A AC,24/10/2022 8:54:33.6,0.007475,A AC,Interval,24/10/2022 8:54:34.6
9,0.007564,A AC,24/10/2022 8:54:34.6,0:00:01.0,24/10/2022 8:54:35.1,0.007571,A AC,0.0075642,A AC,24/10/2022 8:54:35.4,0.007556,A AC,Interval,24/10/2022 8:54:35.6
10,0.007573,A AC,24/10/2022 8:54:35.6,0:00:01.0,24/10/2022 8:54:35.6,0.007573,A AC,0.0075222,A AC,24/10/2022 8:54:36.5,0.007447,A AC,Interval,24/10/2022 8:54:36.6
11,0.007433,A AC,24/10/2022 8:54:36.6,0:00:01.0,24/10/2022 8:54:36.6,0.007433,A AC,0.0073915,A AC,24/10/2022 8:54:37.4,0.007366,A AC,Interval,24/10/2022 8:54:37.6
12,0.007389,A AC,24/10/2022 8:54:37.6,0:00:01.0,24/10/2022 8:54:38.5,0.007498,A AC,0.0074471,A AC,24/10/2022 8:54:37.6,0.007389,A AC,Interval,24/10/2022 8:54:38.6
13,0.007496,A AC,24/10/2022 8:54:38.6,0:00:01.0,24/10/2022 8:54:39.4,0.007596,A AC,0.0075462,A AC,24/10/2022 8:54:38.6,0.007496,A AC,Interval,24/10/2022 8:54:39.6
14,0.007587,A AC,24/10/2022 8:54:39.6,0:00:00.9,24/10/2022 8:54:39.6,0.007587,A AC,0.00752755555555556,A AC,24/10/2022 8:54:40.4,0.007475,A AC,Interval,24/10/2022 8:54:40.5
15,0.007466,A AC,24/10/2022 8:54:40.5,0:00:01.0,24/10/2022 8:54:40.5,0.007466,A AC,0.007433,A AC,24/10/2022 8:54:41.0,0.007411,A AC,Interval,24/10/2022 8:54:41.6
16,0.007443,A AC,24/10/2022 8:54:41.6,0:00:01.0,24/10/2022 8:54:42.5,0.007533,A AC,0.0074959,A AC,24/10/2022 8:54:41.6,0.007443,A AC,Interval,24/10/2022 8:54:42.6
17,0.007538,A AC,24/10/2022 8:54:42.6,0:00:01.0,24/10/2022 8:54:43.3,0.007609,A AC,0.0075715,A AC,24/10/2022 8:54:42.6,0.007538,A AC,Interval,24/10/2022 8:54:43.6
18,0.007581,A AC,24/10/2022 8:54:43.6,0:00:01.0,24/10/2022 8:54:43.6,0.007581,A AC,0.0075057,A AC,24/10/2022 8:54:44.5,0.007442,A AC,Interval,24/10/2022 8:54:44.6
19,0.007435,A AC,24/10/2022 8:54:44.6,0:00:01.0,24/10/2022 8:54:45.3,0.007461,A AC,0.0074295,A AC,24/10/2022 8:54:44.9,0.007405,A AC,Interval,24/10/2022 8:54:45.6
20,0.007458,A AC,24/10/2022 8:54:45.6,0:00:01.0,24/10/2022 8:54:46.5,0.007505,A AC,0.0074896,A AC,24/10/2022 8:54:45.6,0.007458,A AC,Interval,24/10/2022 8:54:46.6
21,0.007515,A AC,24/10/2022 8:54:46.6,0:00:01.0,24/10/2022 8:54:47.4,0.007561,A AC,0.0075473,A AC,24/10/2022 8:54:46.6,0.007515,A AC,Interval,24/10/2022 8:54:47.6
22,0.007526,A AC,24/10/2022 8:54:47.6,0:00:01.0,24/10/2022 8:54:47.6,0.007526,A AC,0.0074669,A AC,24/10/2022 8:54:48.5,0.007425,A AC,Interval,24/10/2022 8:54:48.6
23,0.00742,A AC,24/10/2022 8:54:48.6,0:00:01.0,24/10/2022 8:54:49.5,0.007514,A AC,0.0074554,A AC,24/10/2022 8:54:48.7,0.007419,A AC,Interval,24/10/2022 8:54:49.6
24,0.007526,A AC,24/10/2022 8:54:49.6,0:00:01.0,24/10/2022 8:54:50.5,0.007588,A AC,0.0075562,A AC,24/10/2022 8:54:49.6,0.007526,A AC,Interval,24/10/2022 8:54:50.6
25,0.007601,A AC,24/10/2022 8:54:50.6,0:00:01.0,24/10/2022 8:54:50.9,0.007618,A AC,0.0075903,A AC,24/10/2022 8:54:51.5,0.007534,A AC,Interval,24/10/2022 8:54:51.6
26,0.007523,A AC,24/10/2022 8:54:51.6,0:00:01.0,24/10/2022 8:54:51.6,0.007523,A AC,0.0074788,A AC,24/10/2022 8:54:52.5,0.007453,A AC,Interval,24/10/2022 8:54:52.6
27,0.007465,A AC,24/10/2022 8:54:52.6,0:00:01.0,24/10/2022 8:54:53.3,0.007584,A AC,0.0075302,A AC,24/10/2022 8:54:52.6,0.007465,A AC,Interval,24/10/2022 8:54:53.6
28,0.007529,A AC,24/10/2022 8:54:53.6,0:00:01.0,24/10/2022 8:54:54.4,0.007575,A AC,0.0075405,A AC,24/10/2022 8:54:53.7,0.007515,A AC,Interval,24/10/2022 8:54:54.6
29,0.007556,A AC,24/10/2022 8:54:54.6,0:00:01.0,24/10/2022 8:54:55.1,0.007598,A AC,0.0075642,A AC,24/10/2022 8:54:55.5,0.007529,A AC,Interval,24/10/2022 8:54:55.6
30,0.007502,A AC,24/10/2022 8:54:55.6,0:00:01.0,24/10/2022 8:54:55.6,0.007502,A AC,0.007451,A AC,24/10/2022 8:54:56.2,0.007428,A AC,Interval,24/10/2022 8:54:56.6
31,0.007445,A AC,24/10/2022 8:54:56.6,0:00:00.9,24/10/2022 8:54:57.4,0.007547,A AC,0.00749044444444444,A AC,24/10/2022 8:54:56.6,0.007445,A AC,Interval,24/10/2022 8:54:57.5
32,0.007546,A AC,24/10/2022 8:54:57.5,0:00:01.0,24/10/2022 8:54:58.3,0.007608,A AC,0.0075773,A AC,24/10/2022 8:54:57.5,0.007546,A AC,Interval,24/10/2022 8:54:58.5
33,0.007602,A AC,24/10/2022 8:54:58.5,0:00:01.0,24/10/2022 8:54:58.5,0.007602,A AC,0.0075403,A AC,24/10/2022 8:54:59.5,0.007488,A AC,Interval,24/10/2022 8:54:59.6
34,0.007467,A AC,24/10/2022 8:54:59.6,0:00:01.0,24/10/2022 8:54:59.6,0.007467,A AC,0.0074441,A AC,24/10/2022 8:55:00.1,0.007425,A AC,Interval,24/10/2022 8:55:00.6
35,0.007475,A AC,24/10/2022 8:55:00.6,0:00:01.0,24/10/2022 8:55:01.5,0.007554,A AC,0.0075169,A AC,24/10/2022 8:55:00.6,0.007475,A AC,Interval,24/10/2022 8:55:01.6
