;detection_recording_timestamp;distance;detection
0;1666341616.57028;223.56166076660156;1.0
1;1666341616.5955043;10.931482315063477;0.0
2;1666341616.6211138;8.690704345703125;0.0
3;1666341616.6465025;5.813546657562256;0.0
4;1666341616.6720588;54.28123474121094;0.0
5;1666341616.6976242;22.784488677978516;0.0
6;1666341616.7230566;14.02231216430664;0.0
7;1666341616.748347;14.167058944702148;0.0
8;1666341616.7736363;8.86934757232666;0.0
9;1666341616.7987807;8.952378273010254;0.0
10;1666341616.8247166;15.083898544311523;0.0
11;1666341616.850861;7.591561317443848;0.0
12;1666341616.8771014;9.046919822692871;0.0
13;1666341616.903386;10.650912284851074;0.0
14;1666341616.9288359;12.384578704833984;0.0
15;1666341616.9592056;10.460326194763184;0.0
16;1666341616.9904902;11.23849105834961;0.0
17;1666341617.0642078;18.936349868774414;0.0
18;1666341617.0902894;8.461045265197754;0.0
19;1666341617.1166506;10.475297927856445;0.0
20;1666341617.1429777;10.16502857208252;0.0
21;1666341617.1693363;6.750174045562744;0.0
22;1666341617.1952016;4.495681285858154;0.0
23;1666341617.220715;17.994274139404297;0.0
24;1666341617.2470784;3.199847936630249;0.0
25;1666341617.2725065;11.813060760498047;0.0
26;1666341617.308394;6.248619556427002;0.0
27;1666341617.3338845;9.026177406311035;0.0
28;1666341617.3650246;13.218307495117188;0.0
29;1666341617.425049;14.276822090148926;0.0
30;1666341617.45063;7.695681571960449;0.0
31;1666341617.4764774;11.061418533325195;0.0
32;1666341617.5020857;14.59530258178711;0.0
33;1666341617.5275776;10.246253967285156;0.0
34;1666341617.5531182;10.094785690307617;0.0
35;1666341617.5784304;11.697918891906738;0.0
36;1666341617.8061724;7.704584121704102;0.0
37;1666341617.8318858;9.775321006774902;0.0
38;1666341617.8574998;6.339674949645996;0.0
39;1666341617.883319;5.217673301696777;0.0
40;1666341617.9092033;11.71010684967041;0.0
41;1666341617.9346023;9.433670997619629;0.0
42;1666341617.9601755;12.089316368103027;0.0
43;1666341617.9857557;7.480100631713867;0.0
44;1666341618.0115502;13.4306001663208;0.0
45;1666341618.037059;6.409648418426514;0.0
46;1666341618.062836;8.761981010437012;0.0
47;1666341618.0883565;5.4849748611450195;0.0
48;1666341618.1152651;6.856503486633301;0.0
49;1666341618.140497;6.287950038909912;0.0
50;1666341618.1657326;5.503432750701904;0.0
51;1666341618.190812;5.535777568817139;0.0
52;1666341618.2158756;9.20334243774414;0.0
53;1666341618.241117;8.35283088684082;0.0
54;1666341618.2663116;8.3320894241333;0.0
55;1666341618.291431;11.148868560791016;0.0
