FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.779,V DC,24/10/2022 13:24:48.0,0:00:00.5,24/10/2022 13:24:48.0,4.779,V DC,4.77896,V DC,24/10/2022 13:24:48.1,4.7789,V DC,Interval,24/10/2022 13:24:48.5
2,4.779,V DC,24/10/2022 13:24:48.5,0:00:01.0,24/10/2022 13:24:48.5,4.779,V DC,4.779,V DC,24/10/2022 13:24:48.5,4.779,V DC,Interval,24/10/2022 13:24:49.6
3,4.779,V DC,24/10/2022 13:24:49.6,0:00:00.9,24/10/2022 13:24:49.6,4.779,V DC,4.77896666666667,V DC,24/10/2022 13:24:49.7,4.7789,V DC,Interval,24/10/2022 13:24:50.5
4,4.779,V DC,24/10/2022 13:24:50.5,0:00:01.0,24/10/2022 13:24:51.0,4.78,V DC,4.77921,V DC,24/10/2022 13:24:50.5,4.779,V DC,Interval,24/10/2022 13:24:51.5
5,4.779,V DC,24/10/2022 13:24:51.5,0:00:01.0,24/10/2022 13:24:52.4,4.7806,V DC,4.77911,V DC,24/10/2022 13:24:52.3,4.7786,V DC,Interval,24/10/2022 13:24:52.5
6,4.779,V DC,24/10/2022 13:24:52.5,0:00:01.0,24/10/2022 13:24:53.1,4.7807,V DC,4.77899,V DC,24/10/2022 13:24:52.7,4.7787,V DC,Interval,24/10/2022 13:24:53.5
7,4.7787,V DC,24/10/2022 13:24:53.5,0:00:01.0,24/10/2022 13:24:53.8,4.7801,V DC,4.77887,V DC,24/10/2022 13:24:54.2,4.7785,V DC,Interval,24/10/2022 13:24:54.5
8,4.779,V DC,24/10/2022 13:24:54.5,0:00:01.0,24/10/2022 13:24:54.7,4.7791,V DC,4.77888,V DC,24/10/2022 13:24:54.9,4.7788,V DC,Interval,24/10/2022 13:24:55.5
9,4.7787,V DC,24/10/2022 13:24:55.5,0:00:01.0,24/10/2022 13:24:55.6,4.7789,V DC,4.77881,V DC,24/10/2022 13:24:55.5,4.7787,V DC,Interval,24/10/2022 13:24:56.5
10,4.779,V DC,24/10/2022 13:24:56.5,0:00:01.0,24/10/2022 13:24:56.6,4.7793,V DC,4.77912,V DC,24/10/2022 13:24:56.5,4.779,V DC,Interval,24/10/2022 13:24:57.5
11,4.779,V DC,24/10/2022 13:24:57.5,0:00:01.0,24/10/2022 13:24:57.6,4.7792,V DC,4.77915,V DC,24/10/2022 13:24:57.5,4.779,V DC,Interval,24/10/2022 13:24:58.5
12,4.7792,V DC,24/10/2022 13:24:58.5,0:00:01.0,24/10/2022 13:24:58.5,4.7792,V DC,4.7792,V DC,24/10/2022 13:24:58.5,4.7792,V DC,Interval,24/10/2022 13:24:59.5
13,4.7792,V DC,24/10/2022 13:24:59.5,0:00:01.1,24/10/2022 13:24:59.5,4.7792,V DC,4.7792,V DC,24/10/2022 13:24:59.5,4.7792,V DC,Interval,24/10/2022 13:25:00.6
14,4.7792,V DC,24/10/2022 13:25:00.6,0:00:00.9,24/10/2022 13:25:00.6,4.7792,V DC,4.77918888888889,V DC,24/10/2022 13:25:01.4,4.7791,V DC,Interval,24/10/2022 13:25:01.5
15,4.7792,V DC,24/10/2022 13:25:01.5,0:00:01.0,24/10/2022 13:25:01.5,4.7792,V DC,4.77917,V DC,24/10/2022 13:25:02.0,4.7791,V DC,Interval,24/10/2022 13:25:02.5
16,4.7791,V DC,24/10/2022 13:25:02.5,0:00:01.0,24/10/2022 13:25:02.7,4.7792,V DC,4.77918,V DC,24/10/2022 13:25:02.5,4.7791,V DC,Interval,24/10/2022 13:25:03.5
17,4.7792,V DC,24/10/2022 13:25:03.5,0:00:01.0,24/10/2022 13:25:03.5,4.7792,V DC,4.7792,V DC,24/10/2022 13:25:03.5,4.7792,V DC,Interval,24/10/2022 13:25:04.5
18,4.7792,V DC,24/10/2022 13:25:04.5,0:00:01.0,24/10/2022 13:25:04.5,4.7792,V DC,4.77914,V DC,24/10/2022 13:25:04.9,4.7791,V DC,Interval,24/10/2022 13:25:05.5
19,4.7791,V DC,24/10/2022 13:25:05.5,0:00:00.9,24/10/2022 13:25:05.7,4.7792,V DC,4.77917777777778,V DC,24/10/2022 13:25:05.5,4.7791,V DC,Interval,24/10/2022 13:25:06.5
20,4.7792,V DC,24/10/2022 13:25:06.5,0:00:01.0,24/10/2022 13:25:06.5,4.7792,V DC,4.77918,V DC,24/10/2022 13:25:07.0,4.7791,V DC,Interval,24/10/2022 13:25:07.5
21,4.7792,V DC,24/10/2022 13:25:07.5,0:00:01.0,24/10/2022 13:25:07.8,4.7815,V DC,4.78012,V DC,24/10/2022 13:25:07.5,4.7792,V DC,Interval,24/10/2022 13:25:08.5
22,4.7796,V DC,24/10/2022 13:25:08.5,0:00:01.0,24/10/2022 13:25:08.8,4.7809,V DC,4.77985,V DC,24/10/2022 13:25:09.1,4.7792,V DC,Interval,24/10/2022 13:25:09.5
23,4.7793,V DC,24/10/2022 13:25:09.5,0:00:01.0,24/10/2022 13:25:09.5,4.7793,V DC,4.77914,V DC,24/10/2022 13:25:10.2,4.779,V DC,Interval,24/10/2022 13:25:10.5
24,4.779,V DC,24/10/2022 13:25:10.5,0:00:01.0,24/10/2022 13:25:10.9,4.7793,V DC,4.77914,V DC,24/10/2022 13:25:10.5,4.779,V DC,Interval,24/10/2022 13:25:11.5
25,4.7791,V DC,24/10/2022 13:25:11.5,0:00:01.0,24/10/2022 13:25:11.9,4.7792,V DC,4.7791,V DC,24/10/2022 13:25:12.2,4.7789,V DC,Interval,24/10/2022 13:25:12.5
26,4.7792,V DC,24/10/2022 13:25:12.5,0:00:01.0,24/10/2022 13:25:12.5,4.7792,V DC,4.77905,V DC,24/10/2022 13:25:13.2,4.7789,V DC,Interval,24/10/2022 13:25:13.5
27,4.7791,V DC,24/10/2022 13:25:13.5,0:00:01.0,24/10/2022 13:25:13.5,4.7791,V DC,4.77907,V DC,24/10/2022 13:25:13.8,4.779,V DC,Interval,24/10/2022 13:25:14.5
28,4.7791,V DC,24/10/2022 13:25:14.5,0:00:01.0,24/10/2022 13:25:15.0,4.7792,V DC,4.77913,V DC,24/10/2022 13:25:14.5,4.7791,V DC,Interval,24/10/2022 13:25:15.5
29,4.7791,V DC,24/10/2022 13:25:15.5,0:00:01.0,24/10/2022 13:25:15.5,4.7791,V DC,4.77902,V DC,24/10/2022 13:25:16.3,4.7789,V DC,Interval,24/10/2022 13:25:16.5
30,4.7789,V DC,24/10/2022 13:25:16.5,0:00:01.0,24/10/2022 13:25:17.4,4.7791,V DC,4.77896,V DC,24/10/2022 13:25:16.5,4.7789,V DC,Interval,24/10/2022 13:25:17.5
31,4.7791,V DC,24/10/2022 13:25:17.5,0:00:01.0,24/10/2022 13:25:17.5,4.7791,V DC,4.7791,V DC,24/10/2022 13:25:17.5,4.7791,V DC,Interval,24/10/2022 13:25:18.5
32,4.7791,V DC,24/10/2022 13:25:18.5,0:00:01.0,24/10/2022 13:25:19.2,4.7792,V DC,4.77913,V DC,24/10/2022 13:25:18.5,4.7791,V DC,Interval,24/10/2022 13:25:19.5
