FLUKE 289,  V1.16,  32940021

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,0.007554,A AC,24/10/2022 9:31:58.3,0:00:00.2,24/10/2022 9:31:58.3,0.007554,A AC,0.0075525,A AC,24/10/2022 9:31:58.4,0.007551,A AC,Interval,24/10/2022 9:31:58.5
2,0.007553,A AC,24/10/2022 9:31:58.5,0:00:01.0,24/10/2022 9:31:59.1,0.007622,A AC,0.0075921,A AC,24/10/2022 9:31:58.5,0.007553,A AC,Interval,24/10/2022 9:31:59.5
3,0.007587,A AC,24/10/2022 9:31:59.5,0:00:01.0,24/10/2022 9:31:59.5,0.007587,A AC,0.007503,A AC,24/10/2022 9:32:00.4,0.007433,A AC,Interval,24/10/2022 9:32:00.5
4,0.00742,A AC,24/10/2022 9:32:00.5,0:00:01.0,24/10/2022 9:32:01.4,0.007455,A AC,0.0074161,A AC,24/10/2022 9:32:00.8,0.007392,A AC,Interval,24/10/2022 9:32:01.5
5,0.007465,A AC,24/10/2022 9:32:01.5,0:00:01.0,24/10/2022 9:32:02.5,0.007531,A AC,0.007503,A AC,24/10/2022 9:32:01.5,0.007465,A AC,Interval,24/10/2022 9:32:02.6
6,0.00754,A AC,24/10/2022 9:32:02.6,0:00:01.0,24/10/2022 9:32:03.1,0.007608,A AC,0.0075783,A AC,24/10/2022 9:32:02.6,0.00754,A AC,Interval,24/10/2022 9:32:03.6
7,0.007553,A AC,24/10/2022 9:32:03.6,0:00:01.0,24/10/2022 9:32:03.6,0.007553,A AC,0.0074869,A AC,24/10/2022 9:32:04.5,0.007431,A AC,Interval,24/10/2022 9:32:04.6
8,0.007431,A AC,24/10/2022 9:32:04.6,0:00:01.0,24/10/2022 9:32:05.5,0.007512,A AC,0.0074628,A AC,24/10/2022 9:32:04.8,0.007419,A AC,Interval,24/10/2022 9:32:05.6
9,0.007522,A AC,24/10/2022 9:32:05.6,0:00:01.0,24/10/2022 9:32:06.5,0.007596,A AC,0.0075534,A AC,24/10/2022 9:32:05.6,0.007522,A AC,Interval,24/10/2022 9:32:06.6
10,0.007607,A AC,24/10/2022 9:32:06.6,0:00:01.0,24/10/2022 9:32:06.7,0.007618,A AC,0.0075851,A AC,24/10/2022 9:32:07.5,0.007519,A AC,Interval,24/10/2022 9:32:07.6
11,0.007502,A AC,24/10/2022 9:32:07.6,0:00:01.0,24/10/2022 9:32:07.6,0.007502,A AC,0.0074547,A AC,24/10/2022 9:32:08.4,0.007432,A AC,Interval,24/10/2022 9:32:08.6
12,0.007444,A AC,24/10/2022 9:32:08.6,0:00:01.0,24/10/2022 9:32:09.5,0.007494,A AC,0.0074755,A AC,24/10/2022 9:32:08.6,0.007444,A AC,Interval,24/10/2022 9:32:09.6
13,0.007497,A AC,24/10/2022 9:32:09.6,0:00:01.0,24/10/2022 9:32:10.4,0.007546,A AC,0.0075148,A AC,24/10/2022 9:32:09.7,0.007491,A AC,Interval,24/10/2022 9:32:10.6
14,0.00755,A AC,24/10/2022 9:32:10.6,0:00:01.0,24/10/2022 9:32:10.6,0.00755,A AC,0.0075033,A AC,24/10/2022 9:32:11.5,0.007448,A AC,Interval,24/10/2022 9:32:11.6
15,0.007447,A AC,24/10/2022 9:32:11.6,0:00:01.0,24/10/2022 9:32:11.6,0.007447,A AC,0.0074115,A AC,24/10/2022 9:32:12.3,0.007398,A AC,Interval,24/10/2022 9:32:12.6
16,0.007439,A AC,24/10/2022 9:32:12.6,0:00:00.9,24/10/2022 9:32:13.4,0.007563,A AC,0.00750577777777778,A AC,24/10/2022 9:32:12.6,0.007439,A AC,Interval,24/10/2022 9:32:13.5
17,0.007563,A AC,24/10/2022 9:32:13.5,0:00:01.0,24/10/2022 9:32:14.4,0.007621,A AC,0.0075906,A AC,24/10/2022 9:32:13.5,0.007563,A AC,Interval,24/10/2022 9:32:14.5
18,0.007612,A AC,24/10/2022 9:32:14.5,0:00:01.0,24/10/2022 9:32:14.5,0.007612,A AC,0.0075369,A AC,24/10/2022 9:32:15.4,0.007484,A AC,Interval,24/10/2022 9:32:15.5
