Start Time;current;voltage
2022-10-24 09:31:57.100;0.0075525;4.8664
2022-10-24 09:31:57.500;0.0075525;4.86651
2022-10-24 09:31:58.300;0.0075525;4.866485
2022-10-24 09:31:58.500;0.0075921;4.86646
2022-10-24 09:31:59.500;0.007503;4.86613
2022-10-24 09:32:00.500;0.0074161;4.8661
2022-10-24 09:32:01.500;0.007503;4.86653
2022-10-24 09:32:02.500;0.0075406499999999994;4.8664
2022-10-24 09:32:02.600;0.0075783;4.866375
2022-10-24 09:32:03.600;0.0074869;4.86635
2022-10-24 09:32:04.600;0.0074628;4.86611111111111
2022-10-24 09:32:05.500;0.0075081;4.86599
2022-10-24 09:32:05.600;0.0075534;4.866054999999999
2022-10-24 09:32:06.500;0.00756925;4.86612
2022-10-24 09:32:06.600;0.0075851;4.86642
2022-10-24 09:32:07.500;0.0075198999999999995;4.86672
2022-10-24 09:32:07.600;0.0074547;4.8665725
2022-10-24 09:32:08.500;0.0074651000000000006;4.866425
2022-10-24 09:32:08.600;0.0074755;4.8663083333333335
2022-10-24 09:32:09.600;0.0075148;4.8661916666666665
2022-10-24 09:32:09.700;0.007510966666666667;4.866075
2022-10-24 09:32:10.500;0.007507133333333333;4.86609
2022-10-24 09:32:10.600;0.0075033;4.86608
2022-10-24 09:32:11.500;0.0074573999999999994;4.86607
2022-10-24 09:32:11.600;0.0074115;4.86607
2022-10-24 09:32:12.500;0.00745863888888885;4.86607
2022-10-24 09:32:12.600;0.0075057777777777;4.86603
2022-10-24 09:32:13.500;0.0075906;4.86599
2022-10-24 09:32:14.500;0.0075369;4.866
2022-10-24 09:32:15.500;0.0074744;4.86633
2022-10-24 09:32:16.500;0.0075904;4.86655
2022-10-24 09:32:17.500;0.0076608;4.86639
2022-10-24 09:32:18.500;0.0074913;4.86658
2022-10-24 09:32:19.500;0.00748695;4.86648
2022-10-24 09:32:19.600;0.0074826;4.86646
2022-10-24 09:32:20.600;0.0075947;4.86644
2022-10-24 09:32:21.600;0.007614;4.8664
2022-10-24 09:32:22.500;0.007549200000000001;4.86641
2022-10-24 09:32:22.600;0.0074844;4.866425
2022-10-24 09:32:23.500;0.0074931500000000005;4.86644
2022-10-24 09:32:23.600;0.0075019;4.86645
2022-10-24 09:32:24.500;0.00753195;4.86646
2022-10-24 09:32:24.600;0.007562;4.866505
2022-10-24 09:32:25.500;0.0075427;4.86655
2022-10-24 09:32:25.600;0.0075234;4.866575
2022-10-24 09:32:26.500;0.00747485;4.8666
2022-10-24 09:32:26.600;0.0074263;4.866585000000001
2022-10-24 09:32:27.500;0.00747775;4.86657
2022-10-24 09:32:27.600;0.0075292;4.866545
2022-10-24 09:32:28.500;0.0075565;4.86652
2022-10-24 09:32:28.600;0.0075838;4.8665400000000005
2022-10-24 09:32:29.500;0.0075379;4.86656
2022-10-24 09:32:29.600;0.007492;4.866569999999999
2022-10-24 09:32:30.500;0.0074284;4.86658
2022-10-24 09:32:31.500;0.0075469;4.8665
2022-10-24 09:32:32.500;0.0076045;4.8665
2022-10-24 09:32:33.500;0.007506;4.8665
2022-10-24 09:32:34.500;0.0074663;4.86647142857143
2022-10-24 09:32:34.800;0.00751305;4.86644285714286
2022-10-24 09:32:35.500;0.0075598;4.86645142857143
2022-10-24 09:32:35.600;0.0075777;4.86646
2022-10-24 09:32:36.600;0.0075956;4.86642222222222
2022-10-24 09:32:37.500;0.00754235;4.86649
2022-10-24 09:32:37.600;0.0074891;4.8664950000000005
2022-10-24 09:32:38.500;0.007506250000000001;4.8665
2022-10-24 09:32:38.600;0.0075234;4.86656
2022-10-24 09:32:39.500;0.007553850000000001;4.86662
2022-10-24 09:32:39.600;0.0075843;4.86657
2022-10-24 09:32:40.500;0.00756435;4.86652
2022-10-24 09:32:40.600;0.0075444;4.86643
2022-10-24 09:32:41.500;0.0074991499999999996;4.86634
2022-10-24 09:32:41.600;0.0074539;4.86627
2022-10-24 09:32:42.500;0.0074778;4.8662
2022-10-24 09:32:42.600;0.0075017;4.86622
2022-10-24 09:32:43.500;0.007537;4.86624
2022-10-24 09:32:43.600;0.0075723;4.866255000000001
2022-10-24 09:32:44.500;0.007542149999999999;4.86627
2022-10-24 09:32:44.600;0.007512;4.8662849999999995
2022-10-24 09:32:45.500;0.00747715;4.8663
2022-10-24 09:32:45.600;0.0074423;4.8662666666666645
2022-10-24 09:32:46.500;0.00748475;4.86623333333333
2022-10-24 09:32:46.600;0.0075272;4.866181666666665
2022-10-24 09:32:47.500;0.00754615555555555;4.86613
2022-10-24 09:32:47.600;0.0075651111111111;4.86614
2022-10-24 09:32:48.500;0.0074814;4.86615
2022-10-24 09:32:49.500;0.0074467;4.86633
2022-10-24 09:32:50.500;0.0075336;4.86609
2022-10-24 09:32:51.500;0.0075894;4.86615
2022-10-24 09:32:52.500;0.0074696;4.866125
2022-10-24 09:32:52.600;0.00745115;4.8661
2022-10-24 09:32:53.600;0.0074327;4.86615555555556
2022-10-24 09:32:54.500;0.00748095;4.86665
2022-10-24 09:32:54.600;0.0075292;4.866535
2022-10-24 09:32:55.500;0.0075482;4.86642
2022-10-24 09:32:55.600;0.0075672;4.86639
2022-10-24 09:32:56.500;0.0075079;4.86636
2022-10-24 09:32:56.600;0.0074486;4.866405
2022-10-24 09:32:57.500;0.00745745;4.86645
2022-10-24 09:32:57.600;0.0074663;4.866435
2022-10-24 09:32:58.500;0.007513000000000001;4.86642
2022-10-24 09:32:58.600;0.0075597;4.8662600000000005
2022-10-24 09:32:59.500;0.0075451;4.8661
2022-10-24 09:32:59.600;0.0075305;4.8661
2022-10-24 09:33:00.500;0.00748715;4.8661
2022-10-24 09:33:00.600;0.0074438;4.866125
2022-10-24 09:33:01.500;0.00748975;4.86615
2022-10-24 09:33:01.600;0.0075357;4.86615
2022-10-24 09:33:02.500;0.0075524500000000005;4.86615
2022-10-24 09:33:02.600;0.0075692;4.8661
2022-10-24 09:33:03.500;0.007545049999999999;4.86605
2022-10-24 09:33:03.600;0.0075209;4.86606
2022-10-24 09:33:04.500;0.00748622777777775;4.86607
2022-10-24 09:33:04.600;0.0074515555555555;4.866085
2022-10-24 09:33:05.500;0.0075185;4.8661
2022-10-24 09:33:06.500;0.0075645;4.8661
2022-10-24 09:33:07.500;0.0075027;4.86602
2022-10-24 09:33:08.500;0.0074844;4.86604
2022-10-24 09:33:08.600;0.0075066;4.86606
2022-10-24 09:33:09.500;0.0075288;4.866152222222221
2022-10-24 09:33:09.600;0.0075345;4.86624444444444
2022-10-24 09:33:10.500;0.0075402;4.86612
2022-10-24 09:33:11.500;0.0074973;4.86598571428571
2022-10-24 09:33:11.600;0.0074544;4.866031746031744
2022-10-24 09:33:12.600;0.0074879;4.86607777777778
2022-10-24 09:33:13.500;0.00750965;4.86642
2022-10-24 09:33:13.600;0.0075314;4.86646
2022-10-24 09:33:14.500;0.00752405;4.8665
2022-10-24 09:33:14.600;0.0075167;4.8665
2022-10-24 09:33:15.500;0.0074592;4.8665
2022-10-24 09:33:15.600;0.0074017;4.8665
2022-10-24 09:33:16.500;0.0074413;4.8665
2022-10-24 09:33:16.600;0.0074809;4.86646
2022-10-24 09:33:17.500;0.00751615;4.86642
2022-10-24 09:33:17.600;0.0075514;4.86625
2022-10-24 09:33:18.500;0.0075136000000000005;4.86608
2022-10-24 09:33:18.600;0.0074758;4.866065000000001
2022-10-24 09:33:19.500;0.0074483;4.86605
2022-10-24 09:33:19.600;0.0074208;4.866250000000001
2022-10-24 09:33:20.500;0.00747155;4.86645
2022-10-24 09:33:20.600;0.0075223;4.86657
2022-10-24 09:33:21.500;0.0075522055555555506;4.86669
2022-10-24 09:33:21.600;0.0075821111111111;4.866820000000001
2022-10-24 09:33:22.500;0.0074825;4.86695
2022-10-24 09:33:23.500;0.0075102;4.8672
2022-10-24 09:33:24.500;0.01019035;4.85956666666667
2022-10-24 09:33:25.300;0.0128705;4.859705555555555
2022-10-24 09:33:25.600;0.01085975;4.85984444444444
2022-10-24 09:33:26.400;0.008849;4.85987222222222
2022-10-24 09:33:26.500;0.0091765;4.8599
2022-10-24 09:33:27.400;0.009504;4.85829
2022-10-24 09:33:27.500;0.009204;4.85668
2022-10-24 09:33:28.500;0.008904;4.85442
2022-10-24 09:33:29.300;0.00853;4.85431
2022-10-24 09:33:29.500;0.0086605;4.8542
2022-10-24 09:33:30.500;0.008791;4.8545
2022-10-24 09:33:31.500;0.009855;4.85418
2022-10-24 09:33:31.800;0.0090735;4.853905
2022-10-24 09:33:32.500;0.0087975;4.85363
2022-10-24 09:33:33.400;0.0085215;4.85429
2022-10-24 09:33:33.500;0.00836825;4.85495
2022-10-24 09:33:33.600;0.008215;4.854654999999999
2022-10-24 09:33:34.500;0.00857225;4.85436
2022-10-24 09:33:35.400;0.0089295;4.854419999999999
2022-10-24 09:33:35.500;0.00962275;4.85448
2022-10-24 09:33:36.500;0.010316;4.85415
2022-10-24 09:33:37.000;0.0083856666666666;4.854125
2022-10-24 09:33:37.700;0.008977333333333299;4.8541
2022-10-24 09:33:38.500;0.009569;4.8545
2022-10-24 09:33:39.400;0.010419;4.854535
2022-10-24 09:33:39.500;0.009785499999999999;4.85457
2022-10-24 09:33:40.400;0.009152;4.854305
2022-10-24 09:33:40.600;0.0100785;4.85404
2022-10-24 09:33:41.400;0.011005;4.854165
2022-10-24 09:33:41.600;0.009715999999999999;4.85429
2022-10-24 09:33:42.400;0.008427;4.854178333333335
2022-10-24 09:33:42.600;0.008733000000000001;4.85406666666667
2022-10-24 09:33:43.400;0.009039;4.854718333333334
2022-10-24 09:33:43.500;0.0083539;4.85537
