FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.7793,V DC,24/10/2022 13:30:19.3,0:00:00.4,24/10/2022 13:30:19.3,4.7793,V DC,4.7793,V DC,24/10/2022 13:30:19.3,4.7793,V DC,Interval,24/10/2022 13:30:19.7
2,4.7793,V DC,24/10/2022 13:30:19.7,0:00:01.0,24/10/2022 13:30:20.6,4.7794,V DC,4.77931,V DC,24/10/2022 13:30:19.7,4.7793,V DC,Interval,24/10/2022 13:30:20.7
3,4.7794,V DC,24/10/2022 13:30:20.7,0:00:01.0,24/10/2022 13:30:20.7,4.7794,V DC,4.7794,V DC,24/10/2022 13:30:20.7,4.7794,V DC,Interval,24/10/2022 13:30:21.7
4,4.7794,V DC,24/10/2022 13:30:21.7,0:00:01.0,24/10/2022 13:30:21.7,4.7794,V DC,4.7794,V DC,24/10/2022 13:30:21.7,4.7794,V DC,Interval,24/10/2022 13:30:22.7
5,4.7794,V DC,24/10/2022 13:30:22.7,0:00:01.0,24/10/2022 13:30:23.3,4.7795,V DC,4.77944,V DC,24/10/2022 13:30:22.7,4.7794,V DC,Interval,24/10/2022 13:30:23.7
6,4.7794,V DC,24/10/2022 13:30:23.7,0:00:01.0,24/10/2022 13:30:23.7,4.7794,V DC,4.77937,V DC,24/10/2022 13:30:24.2,4.7793,V DC,Interval,24/10/2022 13:30:24.7
7,4.7794,V DC,24/10/2022 13:30:24.7,0:00:01.0,24/10/2022 13:30:24.7,4.7794,V DC,4.77932,V DC,24/10/2022 13:30:24.9,4.7793,V DC,Interval,24/10/2022 13:30:25.7
8,4.7793,V DC,24/10/2022 13:30:25.7,0:00:01.0,24/10/2022 13:30:26.6,4.7796,V DC,4.77937,V DC,24/10/2022 13:30:25.9,4.7792,V DC,Interval,24/10/2022 13:30:26.7
9,4.7796,V DC,24/10/2022 13:30:26.7,0:00:01.0,24/10/2022 13:30:26.7,4.7796,V DC,4.77937,V DC,24/10/2022 13:30:27.1,4.7793,V DC,Interval,24/10/2022 13:30:27.8
10,4.7793,V DC,24/10/2022 13:30:27.8,0:00:01.0,24/10/2022 13:30:27.8,4.7793,V DC,4.7793,V DC,24/10/2022 13:30:27.8,4.7793,V DC,Interval,24/10/2022 13:30:28.8
