Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1;21,8;°C;20.05.22 8:06:10,1;0:01:00,1;20.05.22 8:06:10,1;21,8;°C;21,7670807453416;°C;20.05.22 8:06:10,9;21,7;°C;Interval;20.05.22 8:07:10,2
2;21,8;°C;20.05.22 8:07:10,2;0:01:00,2;20.05.22 8:07:58,0;21,9;°C;21,7987577639752;°C;20.05.22 8:07:19,5;21,7;°C;Interval;20.05.22 8:08:10,3
3;21,8;°C;20.05.22 8:08:10,3;0:01:00,0;20.05.22 8:08:40,6;21,9;°C;21,8024844720497;°C;20.05.22 8:08:10,3;21,8;°C;Interval;20.05.22 8:09:10,3
4;21,8;°C;20.05.22 8:09:10,3;0:00:59,8;20.05.22 8:09:11,9;21,9;°C;21,803125;°C;20.05.22 8:09:10,3;21,8;°C;Interval;20.05.22 8:10:10,1
5;21,8;°C;20.05.22 8:10:10,1;0:01:00,0;20.05.22 8:10:10,5;21,9;°C;21,8155279503106;°C;20.05.22 8:10:10,1;21,8;°C;Interval;20.05.22 8:11:10,2
6;21,8;°C;20.05.22 8:11:10,2;0:01:00,1;20.05.22 8:11:11,3;21,9;°C;21,82875;°C;20.05.22 8:11:10,2;21,8;°C;Interval;20.05.22 8:12:10,3
7;21,9;°C;20.05.22 8:12:10,3;0:01:00,0;20.05.22 8:12:10,3;21,9;°C;21,828125;°C;20.05.22 8:12:10,6;21,8;°C;Interval;20.05.22 8:13:10,3
8;21,8;°C;20.05.22 8:13:10,3;0:01:00,0;20.05.22 8:13:11,4;21,9;°C;21,85375;°C;20.05.22 8:13:10,3;21,8;°C;Interval;20.05.22 8:14:10,3
9;21,8;°C;20.05.22 8:14:10,3;0:01:00,1;20.05.22 8:14:10,8;21,9;°C;21,870625;°C;20.05.22 8:14:10,3;21,8;°C;Interval;20.05.22 8:15:10,4
10;21,8;°C;20.05.22 8:15:10,4;0:01:00,0;20.05.22 8:15:10,7;21,9;°C;21,850625;°C;20.05.22 8:15:10,4;21,8;°C;Interval;20.05.22 8:16:10,4
11;21,8;°C;20.05.22 8:16:10,4;0:01:00,0;20.05.22 8:16:11,2;21,9;°C;21,88625;°C;20.05.22 8:16:10,4;21,8;°C;Interval;20.05.22 8:17:10,4
12;21,9;°C;20.05.22 8:17:10,4;0:01:00,1;20.05.22 8:17:10,4;21,9;°C;21,868125;°C;20.05.22 8:17:10,9;21,8;°C;Interval;20.05.22 8:18:10,6
13;21,9;°C;20.05.22 8:18:10,6;0:00:59,7;20.05.22 8:19:05,7;22;°C;21,8930817610063;°C;20.05.22 8:18:11,7;21,8;°C;Interval;20.05.22 8:19:10,2
14;21,9;°C;20.05.22 8:19:10,2;0:01:00,0;20.05.22 8:19:24,4;22;°C;21,888125;°C;20.05.22 8:19:58,2;21,8;°C;Interval;20.05.22 8:20:10,3
15;21,8;°C;20.05.22 8:20:10,3;0:01:00,0;20.05.22 8:20:51,1;21,9;°C;21,805625;°C;20.05.22 8:20:36,1;21,7;°C;Interval;20.05.22 8:21:10,3
