FLUKE 289,  V1.16,  33850029

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,4.837,V DC,21/10/2022 9:28:06.9,0:00:00.5,21/10/2022 9:28:06.9,4.837,V DC,4.837,V DC,21/10/2022 9:28:06.9,4.837,V DC,Interval,21/10/2022 9:28:07.4
2,4.837,V DC,21/10/2022 9:28:07.4,0:00:01.0,21/10/2022 9:28:07.4,4.837,V DC,4.83693,V DC,21/10/2022 9:28:07.6,4.8369,V DC,Interval,21/10/2022 9:28:08.4
3,4.837,V DC,21/10/2022 9:28:08.4,0:00:01.0,21/10/2022 9:28:08.4,4.837,V DC,4.83698,V DC,21/10/2022 9:28:09.3,4.8369,V DC,Interval,21/10/2022 9:28:09.5
4,4.8369,V DC,21/10/2022 9:28:09.5,0:00:00.9,21/10/2022 9:28:09.5,4.8369,V DC,4.83681111111111,V DC,21/10/2022 9:28:10.3,4.8366,V DC,Interval,21/10/2022 9:28:10.4
5,4.8366,V DC,21/10/2022 9:28:10.4,0:00:01.0,21/10/2022 9:28:10.4,4.8366,V DC,4.83654,V DC,21/10/2022 9:28:10.5,4.8365,V DC,Interval,21/10/2022 9:28:11.4
6,4.8366,V DC,21/10/2022 9:28:11.4,0:00:01.0,21/10/2022 9:28:11.4,4.8366,V DC,4.83659,V DC,21/10/2022 9:28:11.5,4.8365,V DC,Interval,21/10/2022 9:28:12.4
7,4.8366,V DC,21/10/2022 9:28:12.4,0:00:01.0,21/10/2022 9:28:12.6,4.8367,V DC,4.83662,V DC,21/10/2022 9:28:12.4,4.8366,V DC,Interval,21/10/2022 9:28:13.4
8,4.8366,V DC,21/10/2022 9:28:13.4,0:00:01.0,21/10/2022 9:28:13.4,4.8366,V DC,4.8366,V DC,21/10/2022 9:28:13.4,4.8366,V DC,Interval,21/10/2022 9:28:14.4
9,4.8367,V DC,21/10/2022 9:28:14.4,0:00:01.0,21/10/2022 9:28:15.3,4.8372,V DC,4.83674,V DC,21/10/2022 9:28:15.0,4.8366,V DC,Interval,21/10/2022 9:28:15.4
10,4.8374,V DC,21/10/2022 9:28:15.4,0:00:01.0,21/10/2022 9:28:15.4,4.8374,V DC,4.83656,V DC,21/10/2022 9:28:16.1,4.8362,V DC,Interval,21/10/2022 9:28:16.4
11,4.8363,V DC,21/10/2022 9:28:16.4,0:00:01.0,21/10/2022 9:28:16.8,4.8366,V DC,4.83648,V DC,21/10/2022 9:28:16.4,4.8363,V DC,Interval,21/10/2022 9:28:17.4
12,4.8366,V DC,21/10/2022 9:28:17.4,0:00:01.0,21/10/2022 9:28:17.8,4.8369,V DC,4.83675,V DC,21/10/2022 9:28:17.6,4.8365,V DC,Interval,21/10/2022 9:28:18.4
13,4.8369,V DC,21/10/2022 9:28:18.4,0:00:01.1,21/10/2022 9:28:18.6,4.837,V DC,4.8369,V DC,21/10/2022 9:28:18.9,4.8368,V DC,Interval,21/10/2022 9:28:19.5
14,4.8367,V DC,21/10/2022 9:28:19.5,0:00:00.9,21/10/2022 9:28:19.6,4.8368,V DC,4.83672222222222,V DC,21/10/2022 9:28:19.5,4.8367,V DC,Interval,21/10/2022 9:28:20.4
15,4.8367,V DC,21/10/2022 9:28:20.4,0:00:01.0,21/10/2022 9:28:20.4,4.8367,V DC,4.8367,V DC,21/10/2022 9:28:20.4,4.8367,V DC,Interval,21/10/2022 9:28:21.4
16,4.8367,V DC,21/10/2022 9:28:21.4,0:00:01.0,21/10/2022 9:28:21.4,4.8367,V DC,4.8367,V DC,21/10/2022 9:28:21.4,4.8367,V DC,Interval,21/10/2022 9:28:22.4
17,4.8367,V DC,21/10/2022 9:28:22.4,0:00:01.0,21/10/2022 9:28:22.4,4.8367,V DC,4.8367,V DC,21/10/2022 9:28:22.4,4.8367,V DC,Interval,21/10/2022 9:28:23.4
18,4.8367,V DC,21/10/2022 9:28:23.4,0:00:01.0,21/10/2022 9:28:23.4,4.8367,V DC,4.8367,V DC,21/10/2022 9:28:23.4,4.8367,V DC,Interval,21/10/2022 9:28:24.4
19,4.8367,V DC,21/10/2022 9:28:24.4,0:00:01.0,21/10/2022 9:28:25.0,4.8368,V DC,4.83674,V DC,21/10/2022 9:28:24.4,4.8367,V DC,Interval,21/10/2022 9:28:25.5
20,4.8368,V DC,21/10/2022 9:28:25.5,0:00:00.9,21/10/2022 9:28:25.5,4.8368,V DC,4.8368,V DC,21/10/2022 9:28:25.5,4.8368,V DC,Interval,21/10/2022 9:28:26.4
21,4.8368,V DC,21/10/2022 9:28:26.4,0:00:01.0,21/10/2022 9:28:26.8,4.8369,V DC,4.83683,V DC,21/10/2022 9:28:26.4,4.8368,V DC,Interval,21/10/2022 9:28:27.4
22,4.8369,V DC,21/10/2022 9:28:27.4,0:00:01.0,21/10/2022 9:28:27.4,4.8369,V DC,4.83684,V DC,21/10/2022 9:28:27.5,4.8368,V DC,Interval,21/10/2022 9:28:28.4
23,4.8369,V DC,21/10/2022 9:28:28.4,0:00:01.0,21/10/2022 9:28:28.4,4.8369,V DC,4.83685,V DC,21/10/2022 9:28:28.5,4.8368,V DC,Interval,21/10/2022 9:28:29.4
24,4.8369,V DC,21/10/2022 9:28:29.4,0:00:01.0,21/10/2022 9:28:29.4,4.8369,V DC,4.8369,V DC,21/10/2022 9:28:29.4,4.8369,V DC,Interval,21/10/2022 9:28:30.4
25,4.8369,V DC,21/10/2022 9:28:30.4,0:00:01.0,21/10/2022 9:28:30.4,4.8369,V DC,4.83681,V DC,21/10/2022 9:28:30.5,4.8368,V DC,Interval,21/10/2022 9:28:31.4
26,4.8368,V DC,21/10/2022 9:28:31.4,0:00:01.0,21/10/2022 9:28:31.4,4.8368,V DC,4.83676666666667,V DC,21/10/2022 9:28:31.5,4.8367,V DC,Interval,21/10/2022 9:28:32.4
27,4.8368,V DC,21/10/2022 9:28:32.4,0:00:01.0,21/10/2022 9:28:33.1,4.8369,V DC,4.83683,V DC,21/10/2022 9:28:32.4,4.8368,V DC,Interval,21/10/2022 9:28:33.4
28,4.8369,V DC,21/10/2022 9:28:33.4,0:00:01.0,21/10/2022 9:28:33.4,4.8369,V DC,4.8369,V DC,21/10/2022 9:28:33.4,4.8369,V DC,Interval,21/10/2022 9:28:34.4
29,4.8369,V DC,21/10/2022 9:28:34.4,0:00:01.0,21/10/2022 9:28:34.4,4.8369,V DC,4.8369,V DC,21/10/2022 9:28:34.4,4.8369,V DC,Interval,21/10/2022 9:28:35.4
30,4.8369,V DC,21/10/2022 9:28:35.4,0:00:01.0,21/10/2022 9:28:35.4,4.8369,V DC,4.8369,V DC,21/10/2022 9:28:35.4,4.8369,V DC,Interval,21/10/2022 9:28:36.4
31,4.8369,V DC,21/10/2022 9:28:36.4,0:00:01.0,21/10/2022 9:28:36.8,4.837,V DC,4.83696,V DC,21/10/2022 9:28:36.4,4.8369,V DC,Interval,21/10/2022 9:28:37.4
32,4.837,V DC,21/10/2022 9:28:37.4,0:00:01.0,21/10/2022 9:28:37.4,4.837,V DC,4.837,V DC,21/10/2022 9:28:37.4,4.837,V DC,Interval,21/10/2022 9:28:38.4
33,4.837,V DC,21/10/2022 9:28:38.4,0:00:01.0,21/10/2022 9:28:38.4,4.837,V DC,4.83695,V DC,21/10/2022 9:28:38.6,4.8369,V DC,Interval,21/10/2022 9:28:39.4
34,4.8369,V DC,21/10/2022 9:28:39.4,0:00:01.0,21/10/2022 9:28:39.4,4.8369,V DC,4.8369,V DC,21/10/2022 9:28:39.4,4.8369,V DC,Interval,21/10/2022 9:28:40.4
35,4.8369,V DC,21/10/2022 9:28:40.4,0:00:01.0,21/10/2022 9:28:40.4,4.8369,V DC,4.83689,V DC,21/10/2022 9:28:41.3,4.8368,V DC,Interval,21/10/2022 9:28:41.5
36,4.8368,V DC,21/10/2022 9:28:41.5,0:00:01.0,21/10/2022 9:28:41.5,4.8368,V DC,4.8368,V DC,21/10/2022 9:28:41.5,4.8368,V DC,Interval,21/10/2022 9:28:42.5
37,4.8368,V DC,21/10/2022 9:28:42.5,0:00:00.9,21/10/2022 9:28:42.6,4.8369,V DC,4.83678888888889,V DC,21/10/2022 9:28:43.1,4.8367,V DC,Interval,21/10/2022 9:28:43.4
38,4.8366,V DC,21/10/2022 9:28:43.4,0:00:01.3,21/10/2022 9:28:43.4,4.8366,V DC,4.8366,V DC,21/10/2022 9:28:43.4,4.8366,V DC,Interval,21/10/2022 9:28:44.7
39,4.8367,V DC,21/10/2022 9:28:44.7,0:00:00.7,21/10/2022 9:28:44.9,4.8368,V DC,4.8367,V DC,21/10/2022 9:28:45.3,4.8366,V DC,Interval,21/10/2022 9:28:45.4
40,4.8366,V DC,21/10/2022 9:28:45.4,0:00:01.0,21/10/2022 9:28:45.4,4.8366,V DC,4.83653,V DC,21/10/2022 9:28:45.5,4.8365,V DC,Interval,21/10/2022 9:28:46.4
41,4.8365,V DC,21/10/2022 9:28:46.4,0:00:01.0,21/10/2022 9:28:46.6,4.8366,V DC,4.83651,V DC,21/10/2022 9:28:47.3,4.8364,V DC,Interval,21/10/2022 9:28:47.4
